id,doi,display_name,publication_date,abstract,concepts,source_id,elements,llama_concepts
W2088640952,https://doi.org/10.1016/j.msea.2003.10.188,Mg–Ni–RE nanocrystalline alloys for hydrogen storage,2004-07-01,"MgNiRE nanocrystalline alloys for hydrogen storage. Various nanocrystalline and nano-amorphous MgNiRE RE=rare earth or Y alloys with attractive hydrogen storage properties were prepared by direct quenching of the melt and by crystallization of amorphous precursors. Varying the quenching rate, different microstructures could be obtained by melt-spinning. Having a knowledge of the mechanism and kinetics of the crystallization process, the devitrification of the amorphous samples could be carried out in a controlled way leading to nanocrystalline material. The hydrogenation kinetics and the H-storage capacity of amorphous, partially and completely nanocrystalline alloys were investigated and it was found that they are dependent on the microstructure and on the phase composition of the alloys. Therefore, the crystallization of the amorphous or nano-amorphous alloys was thoroughly studied, applying different experimental methods and approaches. The sequence of the crystal phases formation and the development of the alloys microstructure were investigated. Crystallization kinetics and mechanisms were determined as well.","[('Nanocrystalline material', 2, '0.88685566'), ('Materials science', 0, '0.6926164'), ('Hydrogen storage', 3, '0.6676741'), ('Metallurgy', 1, '0.48124883'), ('Hydrogen', 2, '0.46568906'), ('Nanotechnology', 1, '0.24869794'), ('Alloy', 2, '0.16477442'), ('Chemistry', 0, '0.14556658'), ('Organic chemistry', 1, '0.0')]",S154732359,"H,Y","['amorphous alloy', 'amorphous precursor', 'crystallization', 'crystallization kinetic', 'crystallization mechanism', 'devitrification', 'direct quenching', 'hydrogen storage', 'hydrogen storage capacity', 'hydrogenation kinetic', 'melt quenching', 'melt spinning', 'microstructure', 'nanocrystalline alloy', 'nanocrystalline material', 'phase composition', 'rare earth alloy', 'yttrium alloy']"
W2158469152,https://doi.org/10.1016/s0921-5093(02)00458-6,Simulation of stresses and delamination in a plasma-sprayed thermal barrier system upon thermal cycling,2003-03-25,"Simulation of stresses and delamination in a plasma-sprayed thermal barrier system upon thermal cycling. A thermal barrier system with plasma-sprayed thermal barrier coating TBC has been analyzed subject to thermal cycling. The thermally grown oxide TGO is allowed to grow at the peak temperature in the cycle, with both thickening and lateral components of the growth strain. The stresses in the TGO are also allowed to relax at high temperature when they attain a critical level. The bond coat is allowed to yield with temperature dependent yield strength. The stresses induced in the TBC and in the TGO have been calculated. The vertical component of the stress in the TBC is shown to have a large tensile domain with a maximum that increases systematically as the system cycles. There is a corresponding increase in the amplitude of the interface undulations. The stresses in the TBC have been used to calculate energy release rates, G , for cracks in the TBC extending parallel to the interface, just above the peaks of the undulations. This analysis reveals a minimum value, Gmin preceding instability. Equating this minimum to the TBC toughness identifies a delamination criticality. # 2002 Elsevier Science B.V. All rights reserved.","[('Temperature cycling', 3, '0.8422866'), ('Thermal barrier coating', 3, '0.7004738'), ('Materials science', 0, '0.64155436'), ('Delamination (geology)', 4, '0.56794363'), ('Cycling', 2, '0.545184'), ('Thermal', 2, '0.5345584'), ('Plasma', 2, '0.5019424'), ('Composite material', 1, '0.45438516'), ('Geology', 0, '0.17676845'), ('Thermodynamics', 1, '0.12801263'), ('Physics', 0, '0.113180846'), ('Layer (electronics)', 2, '0.07473037'), ('Nuclear physics', 1, '0.05167228'), ('History', 0, '0.0'), ('Paleontology', 1, '0.0'), ('Tectonics', 2, '0.0'), ('Archaeology', 1, '0.0'), ('Subduction', 3, '0.0')]",S154732359,B,"['bond coat yielding', 'crack in tbc', 'delamination', 'delamination criticality', 'energy release rate', 'high temperature stress relaxation', 'interface undulation', 'parallel crack', 'peak of undulation', 'plasma sprayed thermal barrier coating', 'plasma sprayed thermal barrier system', 'stress', 'stress calculation', 'temperature dependent yield strength', 'tensile domain', 'thermal barrier system', 'thermally grown oxide', 'thermally grown oxide growth']"
W2469105436,https://doi.org/10.1016/j.msea.2016.07.061,Superior creep strength of a nickel-based superalloy produced by selective laser melting,2016-09-30,Superior creep strength of a nickel-based superalloy produced by selective laser melting. The creep properties of a polycrystalline nickel-based superalloy produced via selective laser melting were investigated in this study. All heat treatment conditions of the additively manufactured material show superior creep strength compared to conventional cast and wrought material. The process leads to a microstructure with fine subgrains. In comparison to conventional wrought material no Niobium rich phase is necessary to control the grain size and thus more Niobium is available for precipitation hardening and solid solution strengthening resulting in improved creep strength.,"[('Superalloy', 3, '0.8855605'), ('Materials science', 0, '0.8077204'), ('Creep', 2, '0.7683121'), ('Selective laser melting', 3, '0.6886373'), ('Nickel', 2, '0.5580391'), ('Metallurgy', 1, '0.5330685'), ('Laser', 2, '0.41204327'), ('Composite material', 1, '0.38480988'), ('Microstructure', 2, '0.20823413'), ('Optics', 1, '0.07808852'), ('Physics', 0, '0.0')]",S154732359,,"['additively manufactured material', 'creep property', 'creep strength', 'fine subgrain', 'grain size control', 'improved creep strength', 'nickel based superalloy', 'niobium rich phase', 'polycrystalline nickel based superalloy', 'precipitation hardening', 'selective laser melting', 'solid solution strengthening', 'superalloy', 'superior creep strength']"
W2756157233,https://doi.org/10.1016/j.msea.2017.09.041,On microstructure and mechanical properties of additively manufactured AlSi10Mg_200C using recycled powder,2017-11-07,"On microstructure and mechanical properties of additively manufactured AlSi10Mg_200C using recycled powder. Additive manufacturing of reactive metals has opened door to consider using metal 3D printing to manufacture aluminum alloys for different applications from automotive and aerospace to defense. However, one of the major milestones of adopting the technology is still the high price of metal powder in comparison to casting methods. Using recycled powder to additively manufacture parts can be considered one way to decrease the final price in this technology. In the present paper, the microstructural evolution and mechanical properties of the DMLS-AlSi10Mg_200C alloy manufactured by recycled powder were investigated.the first step of this research, the powder characteristics,e. morphology, average particle size, microstructure and composition, of virgin, condensate and recycled AlSi10Mg powder were studied. It was inferred that virgin and recycled powders had comparable powder characteristics, which are very different in comparison to the condensate powder. In the second step of this research, microstructural and mechanical characterization of the as-built DMLS-AlSi10Mg_200C alloy using recycled powder revealed that elongation of horizontally built DMLS-AlSi10Mg_200C was higher compared to that of vertically built. In addition, the fracture surfaces of vertically and horizontally built samples were investigated and possible fracture modes discussed. It is confirmed that, the microstructure and mechanical behavior of the as-built as-built DMLS-AlSi10Mg_200C manufactured by recycled powder were similar to that of virgin powder.","[('Microstructure', 2, '0.86025685'), ('Materials science', 0, '0.5978262'), ('Metallurgy', 1, '0.4001877'), ('Composite material', 1, '0.3709321')]",S154732359,AlSi10Mg,"['additive manufacturing', 'additively manufactured alsi10mg', 'aerospace application', 'aluminium alloy', 'aluminium powder', 'automotive application', 'average particle size', 'composition', 'defense application', 'dmls alsi10mg', 'dmls alsi10mg 200c', 'elongation', 'fracture mode', 'fracture surface', 'horizontal build', 'mechanical property', 'metal 3d printing', 'metal powder', 'microstructural evolution', 'microstructure', 'particle morphology', 'reactive metal', 'recycled powder', 'vertical build']"
W1972384764,https://doi.org/10.1016/s0921-5093(99)00670-x,Positive effects of hydrogen in metals,2000-03-15,"Positive effects of hydrogen in metals. Hydrogen is often present in metals as a result of production, fabrication and processing operations or service conditions. Thus, it can be regarded as an alloying element. Although, high hydrogen levels in metals can have a devastating effect on the mechanical properties, many positive effects can also be derived from its high solubility. The objective of this paper is to review some positive effects of hydrogen in metals. An emphasis will be made on enhancements in the processing properties due to hydrogen thermohydrogen processing THP, though other uses of hydrogen, such as an energy storage device and in the electronics industry will also be presented.","[('Hydrogen', 2, '0.4661668'), ('Chemistry', 0, '0.34461683'), ('Materials science', 0, '0.34019506'), ('Organic chemistry', 1, '0.072339505')]",S154732359,,"['electronic industry', 'energy storage device', 'hydrogen energy storage device', 'hydrogen in metal', 'hydrogen level', 'hydrogen thermohydrogen processing', 'mechanical property', 'metal', 'processing property', 'solubility', 'thermohydrogen processing']"
W1980586597,https://doi.org/10.1016/j.msea.2003.12.017,"Effects of ageing conditions on the precipitates evolution, chromium depletion and intergranular corrosion susceptibility of AISI 316L: experimental and modeling results",2004-05-15,"Effects of ageing conditions on the precipitates evolution, chromium depletion and intergranular corrosion susceptibility of AISI 316L: experimental and modeling results. Chromium carbides and intermetallic phases which form in industrial AISI 316L stainless steel during ageing for up to 80000h between 550 and were identified by combining transmission electron microscopy TEM thin foil imaging and electron diffraction and used to establish the timetemperatureprecipitation TTP diagram. Following the precipitation phenomena, the chemical changes in the grain boundary region were determined by energy-dispersive X-ray microprobe analysis using a scanning transmission electron microscope STEM. From the experimentally determined chromium profiles the chromium depleted zones were quantified. The interactions between carbide precipitation involving chromium depletion and intergranular corrosion IGC were clearly visible from superposition of TTP diagrams and timetemperaturesensitization TTS diagrams obtained from ASTM standardized tests. In addition, an experimental criterion to sensitizationdesensitization phenomenon was established. Moreover, an analytical model has been developed in this study and successfully validated to predict the profiles of chromium depleted zones. This model coupled with the previously described criterion provides TTS diagrams in good agreement with experimental results.","[('Intergranular corrosion', 3, '0.903108'), ('Metallurgy', 1, '0.73430467'), ('Chromium', 2, '0.7156185'), ('Materials science', 0, '0.6951101'), ('Ageing', 2, '0.6501756'), ('Corrosion', 2, '0.597304'), ('Precipitation', 2, '0.43652517'), ('Geography', 0, '0.045131624'), ('Meteorology', 1, '0.0'), ('Genetics', 1, '0.0'), ('Biology', 0, '0.0')]",S154732359,,"['ageing condition', 'aisi 316l stainless steel', 'chromium carbide', 'chromium depleted zone', 'chromium depletion', 'corrosion susceptibility', 'electron diffraction', 'electron microscopy', 'energy dispersive x ray microprobe analysis', 'intergranular corrosion', 'intergranular corrosion susceptibility', 'intermetallic phase', 'modeling result', 'precipitate evolution', 'scanning transmission electron microscope', 'sensitization phenomenon', 'stainless steel', 'timetemperatureprecipitation diagram', 'transmission electron microscopy']"
W1986422124,https://doi.org/10.1016/j.msea.2009.11.029,Grain structure and texture evolution during friction stir welding of thin 6016 aluminum alloy sheets,2010-03-25,"Grain structure and texture evolution during friction stir welding of thin 6016 aluminum alloy sheets. A stop-action technique was employed to study the grain structure and texture development during friction stir welding of thin 6016 aluminum sheets. The microstructural evolution ahead of the tool pin was found to be a complex process involving geometrical effects of strain as well as simultaneous development of continuous and discontinuous recrystallizations. At the circumference of the pin, the material flow was shown to be governed by the simple shear deformation induced by the rotating pin, which led to the formation of a pronounced {112} simple shear texture. Beyond the pin, the material experienced additional hot deformation, possibly caused by the influence of the tool shoulder, and limited static annealing during the weld cooling cycle.a result, a well-recrystallized grain structure having a characteristic {100} cube texture finally developed in the stir zone.","[('Materials science', 0, '0.8415484'), ('Metallurgy', 1, '0.71479446'), ('Alloy', 2, '0.6967234'), ('Friction stir welding', 3, '0.6750192'), ('Aluminium', 2, '0.6210867'), ('Welding', 2, '0.58733255'), ('Texture (cosmology)', 3, '0.5260565'), ('Computer science', 0, '0.070863366'), ('Artificial intelligence', 1, '0.0'), ('Image (mathematics)', 2, '0.0')]",S154732359,,"['aluminium alloy sheet', 'annealing', 'continuous recrystallization', 'cube texture', 'discontinuous recrystallization', 'friction stir welding', 'geometrical effect', 'grain structure development', 'grain structure evolution', 'hot deformation', 'material flow', 'microstructural evolution', 'pin circumference', 'rotating pin', 'simple shear deformation', 'simple shear texture', 'stop action technique', 'strain effect', 'texture evolution', 'weld cooling cycle', 'well recrystallized grain structure']"
W1989420932,https://doi.org/10.1016/j.msea.2013.10.094,Influence of grain size distribution on the Hall–Petch relationship of welded structural steel,2014-01-13,"Influence of grain size distribution on the HallPetch relationship of welded structural steel. The strength of polycrystalline metals increases with a decrease in grain size according to the HallPetch relationship. However, heterogeneous microstructures deviate from this relationship depending on the distribution of grain sizes. This paper introduces a rule of mixtures based approach for determining the characteristic length of the microstructure for heterogeneous weld metal. The proposed grain size parameter, the volume-weighted average grain size, is measured experimentally for nine structural steel weld metals and two base materials. The weld metals are found to have a large variety of grain size distributions that are noticeably broader than those of the base material due to differences in phase contents. The results show that the volume-weighted average grain size is able to capture the influence of grain size distribution on the strength of welded structural steel. Based on the experimental results, a modified HallPetch relationship is formulated for the strength prediction of heterogeneous microstructures. The modified relationship is also found to be applicable to data from the literature.","[('Grain boundary strengthening', 4, '0.7947793'), ('Materials science', 0, '0.65141463'), ('Grain size', 2, '0.6349486'), ('Welding', 2, '0.5625694'), ('Metallurgy', 1, '0.3046127'), ('Grain boundary', 3, '0.22371197'), ('Microstructure', 2, '0.105092734')]",S154732359,,"['grain size distribution', 'grain size parameter', 'hall petch relationship', 'heterogeneous microstructure', 'microstructure strength', 'polycrystalline metal', 'strength prediction', 'structural steel weld metal', 'weld metal', 'welded structural steel']"
W1995354399,https://doi.org/10.1016/0921-5093(91)90266-p,Electrochemistry of electroless plating,1991-10-25,"Electrochemistry of electroless plating. The present review describes the electrochemical aspects of electroless plating in four sections: 1 electrochemical polarization behaviours; 2 catalytic aspects of electroless plating; 3 mechanism of anodic oxidation of reductants; 4 methods for determination of the rate of electroless plating. It is stressed that electrochemical polarization studies in an electroless plating bath is a powerful method for assessing the adaptability of the bath and for obtaining mechanistic information, although the anodic and cathodic reactions are more or less interdependent when they occur simultaneously. Catalytic aspects of electroless plating are discussed on the basis of the polarization curves for the anodic oxidation of reductants. The mechanism of anodic oxidation of reductants is discussed on the basis of a computer simulation of the current density-potential curve assuming several reaction schemes. Attention is focused especially on the occurrence of the volcano-shaped polarization curve. It is established that the polarization resistance the slope of the current-potential curve at the electroless plating potential is inversely proportional to the rate of electroless plating.","[('Electrochemistry', 3, '0.65084726'), ('Plating (geology)', 2, '0.6301052'), ('Electroless plating', 4, '0.6276308'), ('Materials science', 0, '0.5469603'), ('Gold plating (software engineering)', 2, '0.44051957'), ('Metallurgy', 1, '0.42511338'), ('Electroplating', 3, '0.24575174'), ('Nanotechnology', 1, '0.24394044'), ('Computer science', 0, '0.18991795'), ('Chemistry', 0, '0.17723161'), ('Electrode', 2, '0.15774268'), ('Geology', 0, '0.07430866'), ('Physical chemistry', 1, '0.0'), ('Layer (electronics)', 2, '0.0'), ('Geophysics', 1, '0.0'), ('Software engineering', 1, '0.0')]",S154732359,,"['anodic oxidation of reductant', 'catalytic aspect of electroless plating', 'computer simulation', 'current density potential curve', 'electrochemical polarization behavior', 'electroless plating', 'mechanism of anodic oxidation of reductant', 'polarization resistance', 'potential curve', 'rate of electroless plating', 'volcano shaped polarization curve']"
W2002596929,https://doi.org/10.1016/j.msea.2006.06.013,Microstructural and mechanical characterization of biomedical Ti–Nb–Zr(–Ta) alloys,2006-09-25,"Microstructural and mechanical characterization of biomedical TiNbZrTa alloys. In recent years there has been a significant development of novel implant alloys based on -Ti such as TiNbZr and TiNbZrTa alloys systems. The purpose of this work is to provide characterization of Ti35.3Nb5.1Ta7.1Zr and Ti41.1Nb7.1Zr alloys, in which Nb will substitute the atomic amount of Ta, with emphasis in the property-microstructure-composition relationships. These alloys are produced from commercially pure materials Ti, Nb, Zr and Ta by an arc melting method. All ingots were submitted to sequences of heat treatment 1000C/2hWQ, cold working by swaging procedures and other heat treatment 1000C/2hWQ. Specimens, in as cast and heat-treated condition, were examined by light and scanning electron microscopy SEM. These results suggested the presence of - and -phases. Mechanical properties were based on tensile and hardness tests. These alloys exhibit a lower modulus than that of conventional Ti alloys and the other mechanical properties are suitable for biomedical applications.","[('Materials science', 0, '0.7520648'), ('Characterization (materials science)', 2, '0.66917586'), ('Metallurgy', 1, '0.51813376'), ('Nanotechnology', 1, '0.18583998')]",S154732359,"Nb,Ta,Ti,Ti35.3Nb5.1Ta7.1Zr,Ti41.1Nb7.1Zr,TiNbZr,TiNbZrTa,Zr","['as cast condition', 'biomedical implant alloy', 'biomedical titanium alloy', 'cold working', 'electron microscopy', 'heat treatment', 'light microscopy', 'mechanical characterization', 'mechanical property', 'microstructural characterization', 'phase presence', 'scanning electron microscopy', 'swaging procedure', 'tensile test', 'tinbzr alloy', 'tinbzrta alloy', 'titanium alloy']"
W2010121511,https://doi.org/10.1016/0921-5093(93)90494-y,Delamination wear in ductile materials containing second phase particles,1993-01-15,"Delamination wear in ductile materials containing second phase particles. Plastic deformation and damage accumulation below the contact surfaces play an important role in sliding wear of ductile materials. In this study, metallographic techniques have been developed and used to determine the magnitude of the shear strains and the microhardness gradients in near surface regions in an aluminum-7% silicon alloy. Under dry sliding wear conditions, both the magnitude of plastic strains and the depth of heavily deformed zones increased with sliding distance and applied load. The flow stress and the plastic strains in the deformed zones are shown to obey a work hardening law which can be expressed in the form of a Voce type constitutive equation. Scanning electron microscopy SEM studies on the longitudinal sections below the worn surfaces indicated that thin flake-shaped debris particles were generated by a process of subsurface delamination occurred via cracks which originated from silicon particles within the deformed zones but not at the contact surface and propagated parallel to the surface. A model based on the hypothesis that delamination cracks are formed by the coalescence of voids at a critical depth below the worn surfaces has been proposed. It is shown that the critical depth for maximum rate of damage accumulation is determined by a competition beetween the plastic strain which enhances void growth and the hydrostatic pressure which suppresses it.","[('Materials science', 0, '0.8575127'), ('Composite material', 1, '0.64330673'), ('Coalescence (physics)', 2, '0.5646572'), ('Void (composites)', 2, '0.55711806'), ('Delamination (geology)', 4, '0.49916863'), ('Scanning electron microscope', 2, '0.4864647'), ('Indentation hardness', 3, '0.47149274'), ('Work hardening', 3, '0.46640104'), ('Strain hardening exponent', 2, '0.44693056'), ('Silicon', 2, '0.4402883'), ('Plasticity', 2, '0.42664748'), ('Cavitation', 2, '0.41130853'), ('Metallurgy', 1, '0.31358296'), ('Microstructure', 2, '0.23478547'), ('Mechanics', 1, '0.10240027'), ('Geology', 0, '0.09816715'), ('Paleontology', 1, '0.0'), ('Physics', 0, '0.0'), ('Astrobiology', 1, '0.0'), ('Subduction', 3, '0.0'), ('Tectonics', 2, '0.0')]",S154732359,,"['aluminium silicon alloy', 'crack formation', 'crack propagation', 'critical depth', 'damage accumulation', 'deformed zone', 'delamination', 'delamination crack', 'delamination wear', 'ductile material', 'ductile material containing second phase particles', 'electron microscopy', 'flake shaped debris particle', 'flow stress', 'hydrostatic pressure', 'metallographic technique', 'plastic deformation', 'plastic strain', 'scanning electron microscopy', 'second phase particle', 'shear strain', 'silicon particle', 'sliding distance', 'sliding wear', 'voce type constitutive equation', 'void growth', 'work hardening law']"
W2015623501,https://doi.org/10.1016/0921-5093(90)90097-m,Young's modulus and damping of Ti6Al4V alloy as a function of heat treatment and oxygen concentration,1990-08-15,"Young's modulus and damping of Ti6Al4V alloy as a function of heat treatment and oxygen concentration. Young's modulus and damping of texture-free Ti6Al4V alloy were evaluated at room temperature by longitudinal resonance vibration tests on cylindrical bars of measured length and density. Damping was determined from the half-width f of the resonance peaks. The alloy's properties were evaluated as a function of solution heat treatments between 600 and with subsequent quenching, aging treatments between 200 and, and plastic deformation of solution-treated and quenched alloy. The effects of oxygen concentration were determined on identically produced Ti6Al4V alloys but with systematic variation of oxygen concentration between 0.17 and 0.30 wt.% 0.500.88 at.%. Heat treatment alone accounts for variations in Young's modulus EO by as much as 10% of the nominal value and in damping by more than an order of magnitude. Interstitial oxygen increases Young's modulus in addition to and independent of heat treatment, according to Ealloy GPa = E0 + 13.5 weight per cent of oxygen Oxygen was found to have little effect on the damping capacity at room temperature. Low Young's modulus values are obtained when the second phase contains a vanadium enrichment of about 10 wt.% V. In the quenched state the second phase is actually a metastable + phase mixture with a very low specific modulus values of about 74 GPa and a high specific damping capacity of 1 102. The largest damping capacity Q1 > 103 of the alloy is obtained after solution treatment and quenching STQ from. High damping is also obtained after STQ from just below. The high damping is believed to arise from anelastic deformation of the second phase when it is present as metastable or mixtures respectively. The damping capacity of STQ-treated alloys decreases rapidly on aging, even at low aging temperatures of, to Q1 values of less than 1 104.","[('Alloy', 2, '0.69624764'), ('Materials science', 0, '0.6456149'), ('Modulus', 2, '0.59636843'), ('Oxygen', 2, '0.5503336'), ('Metallurgy', 1, '0.4779815'), ('Function (biology)', 2, '0.45910454'), ('Composite material', 1, '0.34111488'), ('Chemistry', 0, '0.11765155'), ('Organic chemistry', 1, '0.0'), ('Evolutionary biology', 1, '0.0'), ('Biology', 0, '0.0')]",S154732359,Ti6Al4V,"['aging treatment', 'anelastic deformation', 'damping', 'heat treatment', 'interstitial oxygen', 'longitudinal resonance vibration test', 'metastable phase', 'metastable phase mixture', 'mixture', 'oxygen concentration', 'plastic deformation', 'quenching', 'resonance peak', 'solution heat treatment', 'specific damping capacity', 'specific modulus', 'vanadium enrichment', 'youngs modulus']"
W2025686269,https://doi.org/10.1016/j.msea.2004.12.002,Microstructural evolution in 13Cr–8Ni–2.5Mo–2Al martensitic precipitation-hardened stainless steel,2005-03-15,"Microstructural evolution inr8Ni2.5Mo2Al martensitic precipitation-hardened stainless steel. The microstructure ofr8Ni2.5Mo2Al martensitic precipitation-hardened PH stainless steel has been investigated using transmission electron microscopy, three-dimensional atom probe and small-angle X-ray scattering. A high number density 10 2325 m 3 of ultra-fine 16nm -NiAl precipitates are formed during aging at, which are spherical in shape and dispersed uniformly with perfect coherency with the matrix.the annealing temperature increases, the size and concentration of the precipitates increase concurrently while the number density decreases. The Mo and Cr segregation to the precipitatematrix interface has been detected and is suggested to suppress precipitate coarsening. In the sample aged for 500h at, the matrix decomposes into Cr-rich and Cr-poor regions. The decrease in the strength at higher temperature above is attributed to the formation of larger carbides and reverted austenite.","[('Materials science', 0, '0.7236563'), ('Metallurgy', 1, '0.6944393'), ('Precipitation', 2, '0.66338617'), ('Martensitic stainless steel', 4, '0.61158407'), ('Martensite', 3, '0.5961147'), ('Microstructure', 2, '0.28581035'), ('Meteorology', 1, '0.063409716'), ('Geography', 0, '0.06212616')]",S154732359,"Cr,Mo,Ni2.5Mo2Al,NiAl,PH","['aging temperature', 'carbide formation', 'chromium poor region', 'chromium rich region', 'coherency', 'martensitic precipitation hardened stainless steel', 'matrix interface', 'microstructural evolution', 'molybdenum chromium segregation', 'perfect coherency', 'precipitate coarsening', 'precipitate concentration', 'precipitate matrix interface', 'precipitate size', 'reverted austenite', 'segregation', 'small angle x ray scattering', 'spherical shape', 'three dimensional atom probe', 'transmission electron microscopy', 'ultra fine precipitate', 'x ray scattering']"
W2027638075,https://doi.org/10.1016/s0921-5093(97)00612-6,"Effects of lamellar spacing, volume fraction and grain size on creep strength of fully lamellar TiAl alloys",1997-12-01,"Effects of lamellar spacing, volume fraction and grain size on creep strength of fully lamellar TiAl alloys. Lamellar spacing, volume fraction of constituent phases and grain size are the major structural factors to be controlled in alloy design of fully lamellar TiAl alloys. Creep tests were carried out on binary TiAl alloys with fully lamellar structure, to elucidate effects of the three structural factors on their creep strength. Lamellar alloys give better creep strength than the constituent single phases at higher stresses, due to their higher yield stress. Creep rate of lamellar alloys decreases with decreasing lamellar spacing, suggesting that a fine lamellar structure is effective in improving creep strength. The decrease is remarkable at high stresses. At low stresses however, the difference in creep rate diminishes, due to the increasing contribution of dynamic recrystallization and interface sliding. Creep rate is insensitive to volume fraction of the constituent phases and aluminum concentration is free in alloy design of TiAl alloys as far as creep strength is concerned. Creep rate is also independent of grain size d when d>100 m. Because of easy dynamic recrystallization in the lamellar alloys, creep rate may increase when d","[('Lamellar structure', 2, '0.9013709'), ('Materials science', 0, '0.80020714'), ('Volume fraction', 2, '0.7354602'), ('Creep', 2, '0.7178484'), ('Grain size', 2, '0.6911974'), ('Composite material', 1, '0.46576548'), ('Volume (thermodynamics)', 2, '0.4369533'), ('Metallurgy', 1, '0.4091221'), ('Thermodynamics', 1, '0.12677258'), ('Physics', 0, '0.0672386')]",S154732359,TiAl,"['creep rate', 'creep strength', 'creep test', 'dynamic recrystallization', 'fully lamellar structure', 'fully lamellar tiyal alloy', 'grain size', 'interface sliding', 'lamellar spacing', 'lamellar tiyal alloys', 'structural factor', 'tiyal alloy', 'volume fraction', 'yield stress']"
W1966375423,https://doi.org/10.1016/s0921-5093(00)01338-1,Mechanical behavior and superplasticity of a severe plastic deformation processed nanocrystalline Ti–6Al–4V alloy,2001-01-31,"Mechanical behavior and superplasticity of a severe plastic deformation processed nanocrystalline Ti6Al4V alloy. Mechanical behavior of a severe plastic deformation SePD processed nanocrystalline Ti6Al4V alloy has been studied in the temperature range. Compared with the microcrystalline state, the nanocrystalline state material had higher strength up to and comparable strength above that. The ductility was significantly higher for the nanocrystalline state above, including superplasticity above. Transmission electron microscopy showed considerable grain growth and dislocation activity during superplastic deformation. A comparison of the superplastic data across the nanocrystalline and microcrystalline range showed an interesting discrepancy in the kinetics of superplastic deformation. Contrary to the general expectation, the kinetics of superplastic deformation was slower in ultrafine grained materials after normalizing the data for grain size and temperature dependence. The slower superplastic deformation kinetics in the nanocrystalline materials is discussed in terms of the difficulty associated with slip accommodation of grain boundary sliding.","[('Superplasticity', 3, '0.9324039'), ('Materials science', 0, '0.84134495'), ('Nanocrystalline material', 2, '0.8104342'), ('Metallurgy', 1, '0.6828995'), ('Alloy', 2, '0.6303423'), ('Severe plastic deformation', 3, '0.62383914'), ('Titanium alloy', 3, '0.49743798'), ('Deformation (meteorology)', 2, '0.49342647'), ('Composite material', 1, '0.33659148'), ('Nanotechnology', 1, '0.05229667')]",S154732359,Ti6Al4V,"['dislocation activity', 'ductility', 'grain boundary sliding', 'grain growth', 'mechanical behavior', 'mechanical behavior temperature range', 'nanocrystalline state material', 'nanocrystalline ti6al4v alloy', 'plastic deformation', 'plastic deformation processed nanocrystalline material', 'severe plastic deformation', 'superplastic data', 'superplastic deformation', 'superplastic deformation kinetic', 'superplasticity', 'ti6al4v alloy']"
W2003560180,https://doi.org/10.1016/j.msea.2013.06.006,Graphene NanoPlatelets reinforced tantalum carbide consolidated by spark plasma sintering,2013-10-10,"Graphene NanoPlatelets reinforced tantalum carbide consolidated by spark plasma sintering. Graphene NanoPlatelets GNP reinforced tantalum carbide composites are synthesized by spark plasma sintering SPS at processing conditions of and 80100MPa. The GNP addition enhances the densification of TaCGNP composites to 99% theoretical density, while reducing the grain size by over 60% through grain wrapping mechanism. Survival and structure retention of GNP is confirmed through scanning electron microscopy and micro-Raman spectroscopy. Nanoindentation and high load 2030N microindentation are utilized to evaluate elastic modulus and hardness. GNP improves fracture toughness of TaC by up to 99% through toughening mechanisms such as GNP bending, sheet sliding, cracking bridging, and crack deflection.","[('Spark plasma sintering', 3, '0.91400945'), ('Tantalum carbide', 3, '0.8430673'), ('Materials science', 0, '0.72036266'), ('Tantalum', 2, '0.7156418'), ('Carbide', 2, '0.56647015'), ('Plasma', 2, '0.5478749'), ('Sintering', 2, '0.39763868'), ('Composite material', 1, '0.37459987'), ('Metallurgy', 1, '0.3151361'), ('Nuclear physics', 1, '0.054020196'), ('Physics', 0, '0.044038206')]",S154732359,"N,SPS,TaC","['crack deflection', 'cracking bridging', 'elastic modulus', 'fracture toughness', 'gnp bending', 'grain size reduction', 'grain wrapping mechanism', 'graphene nano platelet', 'hardness', 'high load microindentation', 'micro raman spectroscopy', 'nanoindentation', 'nanoplatelet', 'processing condition', 'scanning electron microscopy', 'sheet sliding', 'sintering', 'spark plasma', 'spark plasma sintering', 'survival and structure retention', 'tantalum carbide', 'toughening mechanism']"
