id,doi,display_name,publication_date,abstract,concepts,source_id,elements
W2736014474,,A Study On Ionic Conductivity And Thermal Behavior Of Heteropolyacid Impregnated PVDF As A Solid Polymer Electrolyte For Dye-Sensitized Solar Cells,2007-01-01,"A Study On Ionic Conductivity And Thermal Behavior Of Heteropolyacid Impregnated PVDFA Solid Polymer Electrolyte For Dye-Sensitized Solar Cells. Conductivity and thermal behavior of heteropolyacid HPA impregnated polyvinylidene fluoride PVDF with iodine/iodide was investigated mainly for exploring its use as an electrolyte for dye-sensitized solar cells DSSC. The prepared polymer electrolyte membranes has been found to be thermally stable and the conductivity measured at room temperature is 2.11 xS cm-1, which is higher than that of HPA impregnated PVDF without iodine/iodide and I2/I3 - doped PVDF without HPA. Further, an increase in conductivity is realized by increasing the temperature and the relative humidity, which has a relevance future in DSSC.","[('Dye-sensitized solar cell', 4, '0.9005721'), ('Electrolyte', 3, '0.8653606'), ('Iodide', 2, '0.8009246'), ('Materials science', 0, '0.72311246'), ('Conductivity', 2, '0.6893967'), ('Ionic conductivity', 4, '0.6470413'), ('Polymer', 2, '0.56288993'), ('Relative humidity', 2, '0.5122201'), ('Chemical engineering', 1, '0.49962044'), ('Membrane', 2, '0.46779782'), ('Iodine', 2, '0.4276005'), ('Polymer chemistry', 1, '0.414105'), ('Inorganic chemistry', 1, '0.27149802'), ('Composite material', 1, '0.23599207'), ('Electrode', 2, '0.20040926'), ('Chemistry', 0, '0.18072939'), ('Physical chemistry', 1, '0.06347856'), ('Biochemistry', 1, '0.0'), ('Physics', 0, '0.0'), ('Metallurgy', 1, '0.0'), ('Engineering', 0, '0.0'), ('Thermodynamics', 1, '0.0')]",S2765006182,"I2,I3"
W2241344156,https://doi.org/10.4028/www.scientific.net/msf.827.67,"Synthesis, Characterization and Photocatalytic Performance of ZnO/TiO<sub>2</sub> and ZnO/TiO<sub>2</sub>/CuO Nanocomposite",2015-01-01,"Synthesis, Characterization and Photocatalytic Performance of ZnO/TiO2 and ZnO/TiO2/CuONanocomposite. In the present study, an attempt was made to synthesize ZnO/TiO2 and ZnO/TiO2 /CuO nanocomposites as photocatalyst for degradation of organic pollutant methylene blue in aqueous solution under UV and visible light irradiation. Characterization using X-ray diffraction, energy dispersive X-ray spectroscopy, field emission scanning microscope electron, diffuse reflectance spectroscopy analysis confirmed that all three components phase are present in the photocatalyst. The photodegradation of organic pollutant showed that with the incorporation of CuO content in ZnO/TiO2 nanocomposites increasing the photocatalytic performance in ultraviolet as well as visible region.","[('Photocatalysis', 3, '0.9192988'), ('Materials science', 0, '0.900115'), ('Photodegradation', 4, '0.8459215'), ('Nanocomposite', 2, '0.8338992'), ('Diffuse reflectance infrared fourier transform', 4, '0.65732324'), ('Scanning electron microscope', 2, '0.59189326'), ('Visible spectrum', 2, '0.5636421'), ('Chemical engineering', 1, '0.49851942'), ('Aqueous solution', 2, '0.45409742'), ('Spectroscopy', 2, '0.4350936'), ('Energy-dispersive X-ray spectroscopy', 3, '0.4105384'), ('Nanotechnology', 1, '0.2787907'), ('Composite material', 1, '0.14535415'), ('Optoelectronics', 1, '0.1298888'), ('Catalysis', 2, '0.12817335'), ('Organic chemistry', 1, '0.07112703'), ('Chemistry', 0, '0.04093176'), ('Physics', 0, '0.0'), ('Quantum mechanics', 1, '0.0'), ('Engineering', 0, '0.0')]",S87940674,"CuO,TiO2,ZnO"
W4307867721,https://doi.org/10.4028/p-v2105m,Electrical Response of Ba&lt;sub&gt;0.7&lt;/sub&gt;Ca&lt;sub&gt;0.3&lt;/sub&gt;TiO&lt;sub&gt;3&lt;/sub&gt;-BaZr&lt;sub&gt;0.2&lt;/sub&gt;Ti&lt;sub&gt;0.8&lt;/sub&gt;O&lt;sub&gt;3&lt;/sub&gt; Solid Solution,2022-10-31,"Electrical Response of Ba&lt;sub&gt;0.7&lt;/sub&gt;Ca&lt;sub&gt;0.3&lt;/sub&gt;TiO&lt;sub&gt;3&lt;/sub&gt;-BaZr&lt;sub&gt;0.2&lt;/sub&gt;Ti&lt;sub&gt;0.8&lt;/sub&gt;O&lt;sub&gt;3&lt;/sub&gt; Solid Solution. The structure, microstructure, Fourier transformed infrared spectra, dielectric, and impact generated energy harvesting characteristics of x Baa 0. 3 TiO31 - x BaZr0.2Ti0.8O3 ; x = 0, 0.5, and 1.0 synthesized using solid-state reaction method are discussed in this work. The X-ray diffraction XRD process was used to examine the forming of a single-phase compound. The Rietveld refinements of XRD data were used in FullProf software to determine crystal symmetry, lattice parameters, and space groups. A scanning electron microscope was taken into use to examine the surface morphology of all of the samples. The samples' phase transition temperature was observed to lie between-10C and, shifting toward the higher temperature side as x increased. In the case of x = 0.5, two-phase transitions were discovered at and. The value of impact generated output voltage and electrical energy increases as applied mechanical energy increases. The findings of this study point to the possibility of using 0.5Baa 0. 3 TiO30.5BaZr0.2Ti0.8O3 ceramic for energy harvesting and sensing purposes.","[('Rietveld refinement', 3, '0.7555773'), ('Materials science', 0, '0.7334593'), ('Scanning electron microscope', 2, '0.62924325'), ('Analytical Chemistry (journal)', 2, '0.6235454'), ('Microstructure', 2, '0.5556038'), ('Dielectric', 2, '0.49355805'), ('Crystal structure', 2, '0.48091695'), ('Ceramic', 2, '0.42039114'), ('Crystallography', 1, '0.40477532'), ('Mineralogy', 1, '0.34642017'), ('Metallurgy', 1, '0.17923951'), ('Composite material', 1, '0.110530406'), ('Chemistry', 0, '0.09245023'), ('Optoelectronics', 1, '0.0'), ('Chromatography', 1, '0.0')]",S87940674,"BaZr0.2Ti0.8O3,TiO30.5BaZr0.2Ti0.8O3,TiO31"
W2321370714,https://doi.org/10.2472/jsms.40.1297,Crack Propagation of Oxide Dispersion Strengthened Superalloy Inconel MA754 in Creep-Fatigue.,1991-01-01,"Crack Propagation of Oxide Dispersion Strengthened Superalloy Inconel MA754 in Creep-Fatigue.. Crack propagation behavior was examined in creep-fatigue at high temperatures using center cracked plate CCP specimens of an oxide Y2O3 dispersion strengthened ODS superalloy, Inconel MA754, manufactured by mechanical alloying and a Ni-base superalloy without oxide dispersion, Nimonic 75. The Inconel MA754 has coarse elongated grains whereas the Nimonic 75 has fine homogeneous ones. The results obtained are summarized as follows.1 The transverse crack propagation of the Inconel MA754 at and was strongly affected by the microstructure. The crack arrested temporarily at the grain-boundaries perpendicular to the propagation direction while it propagated fast at the midway.2 The average crack length through the thickness of specimen, which included about 15 grains, was measured by means of the DC potential drop technique during the test of Inconel MA754. The length increased smoothly without the crack arrest and the propagation rate was correlated well with the creep J-integral range.3 Little difference was observed in the dl/dN-Jc relations between the Inconel MA754 and the Nimonic 75 at and.4 The crack propagation of the Inconel MA754 was much slower than that of the Nimonic 75. This high resistance of ODS superalloy against creep-fatigue crack propagation was caused by the excellent creep deformation property due to the oxide dispersion.","[('Nimonic', 4, '0.95781577'), ('Inconel', 3, '0.89884454'), ('Materials science', 0, '0.8777254'), ('Superalloy', 3, '0.8701997'), ('Creep', 2, '0.8120804'), ('Oxide', 2, '0.5273733'), ('Metallurgy', 1, '0.52577424'), ('Fracture mechanics', 2, '0.45620346'), ('Dispersion (optics)', 2, '0.43269444'), ('Composite material', 1, '0.43114442'), ('Microstructure', 2, '0.35591197'), ('Alloy', 2, '0.075360686'), ('Physics', 0, '0.0'), ('Optics', 1, '0.0')]",S2764446333,"CCP,Ni,Y2O3"
W2050006865,https://doi.org/10.1016/s0921-5093(99)00439-6,Thermomechanical cycling and two-way memory effect induced in Cu–Zn–Al,1999-12-15,"Thermomechanical cycling and two-way memory effect induced in CuZnAl. The two-way shape memory effect TWME has been induced by thermomechanical cycling in CuZnAl alloys using a dedicated hydraulic mechanical testing soft machine with complete computer control of force, elongation and temperature. The results concerning single crystals composition Cu16.9 wt.% Zn7.7 wt.% Al, nominalof and polycrystals Cu15.8 wt.% Zn8.3 wt.% Al, nominalof, mean grain size of 1 mm are reported for two training protocols sequence of one thermomechanical cycle of education followed by one stress free thermal cycle to check the TWME or twenty consecutive thermomechanical cycles followed by one or two checking thermal cycles. The capacity of the trained specimen for producing work under an antagonist compressive stress is also studied and the behaviour of the deformation of the specimen under such a condition at different temperatures is analysed in terms of a competition between the contributions of the different variants: trained variants with an intrinsic deformation in the direction of the tensile stress of the training process, trained variants with an intrinsic deformation which is not well orientated with respect to this direction in the polycrystal and new variants with an intrinsic deformation in the direction of the compressive stress which can replace the educated variants.","[('Materials science', 0, '0.74442923'), ('Deformation (meteorology)', 2, '0.67005825'), ('Ultimate tensile strength', 2, '0.6248631'), ('Temperature cycling', 3, '0.5463883'), ('Stress (linguistics)', 2, '0.49002588'), ('Elongation', 3, '0.48995605'), ('Composite material', 1, '0.46343404'), ('Grain size', 2, '0.4314534'), ('Cycling', 2, '0.41038218'), ('Thermal', 2, '0.36135334'), ('Thermodynamics', 1, '0.1385814'), ('Physics', 0, '0.06703678'), ('History', 0, '0.0'), ('Linguistics', 1, '0.0'), ('Philosophy', 0, '0.0'), ('Archaeology', 1, '0.0')]",S154732359,"Al,Cu15.8,Cu16.9,CuZnAl,Zn7.7,Zn8.3"
W2099052342,https://doi.org/10.1002/pssa.200776413,Linear and nonlinear effects of light propagation in low-index photonic crystal slabs,2007-11-01,"Linear and nonlinear effects of light propagation in low-index photonic crystal slabs. We investigate theoretically and experimentally photonic crystals realised in slab waveguides made of materials with a low refractive index. Although in such systems a two-dimensional photonic bandgap for TE polarised light can be achieved, the low index imposes several restrictions influencing the performance. We investigate the transmission and dispersion properties of photonic crystal defect waveguides, high-quality factor microcavities and unusual phenomena of light propagation and localisation in truly periodic systems without defects. This is compared to results obtained in high-index materials. Furthermore we investigate theoretically frequency conversion and solitons in nonlinear photonic crystals. An optical parametric oscillator in a photonic crystal microcavity and strongly localised solitons in coupled microcavities are proposed. 2007 WILEY-VCHVerlag GmbH & Co. KGaA, Weinheim","[('Photonic crystal', 2, '0.6673156'), ('Nonlinear system', 2, '0.5604279'), ('Index (typography)', 2, '0.50820947'), ('Optics', 1, '0.47786206'), ('Materials science', 0, '0.4681998'), ('Optoelectronics', 1, '0.44489095'), ('Photonics', 2, '0.41685855'), ('Physics', 0, '0.3567285'), ('Computer science', 0, '0.23363754'), ('Quantum mechanics', 1, '0.11818218'), ('World Wide Web', 1, '0.0')]",S7159504,Co
W2065805866,https://doi.org/10.1016/j.msea.2005.06.024,Influence of high-intensity ultrasound on grain refining performance of Al–5Ti–1B master alloy on aluminium,2005-09-25,"Influence of high-intensity ultrasound on grain refining performance of Al5Ti1B master alloy on aluminium. The microstructure and grain refinement of an AlTiB master alloy treated with high-intensity ultrasound in fabrication and remelting process have been investigated. The high-intensity ultrasound applied in remelting of commercial Al5Ti1B improves the microstructure and grain refinement performance of the master alloy. The reaction among halide salts and aluminium is accelerated when the melt is treated with ultrasound. With united ultrasonic treatments in fabrication and solidification of the master alloy, not only the morphology of TiAl3 phase is improved, but also the particles in the agglomeration are in spawn-like form instead, which further improves the performance of the master alloy. The effects of acoustic cavitation and streaming on the Al5Ti1B master alloy are also discussed.","[('Materials science', 0, '0.83399653'), ('Alloy', 2, '0.8323054'), ('Microstructure', 2, '0.80104744'), ('Fabrication', 3, '0.7096466'), ('Aluminium', 2, '0.67154884'), ('Metallurgy', 1, '0.66339004'), ('Cavitation', 2, '0.59899133'), ('Refining (metallurgy)', 2, '0.5678044'), ('Ultrasound', 2, '0.5664313'), ('Ultrasonic sensor', 2, '0.5556085'), ('Grain size', 2, '0.50214624'), ('Intensity (physics)', 2, '0.45918033'), ('Optics', 1, '0.0596582'), ('Acoustics', 1, '0.048099518'), ('Medicine', 0, '0.0'), ('Alternative medicine', 2, '0.0'), ('Physics', 0, '0.0'), ('Pathology', 1, '0.0')]",S154732359,"Al5Ti1B,AlTiB,TiAl3"
W2094549083,https://doi.org/10.4028/www.scientific.net/msf.715-716.751,A Rationale for SRX Regression Model of Hot-Deformed Austenite Using an Orthogonal Taguchi L8 Matrix Steels,2012-04-01,"A Rationale for SRX Regression Model of Hot-Deformed Austenite Using an Orthogonal Taguchi L8 Matrix Steels. In recent past, a linear regression model to predict the activation energy Qrex and kinetics of static recrystallisation for hot-deformed austenite was developed based on stress relaxation test results of over 40 different carbon steels. The model is able to predict satisfactorily the static recrystallisation SRX kinetics of common carbon steel grades including microalloyed steels and also several special steel grades. In this study, the main effects of seven alloying elements, viz., C, Mn, Cr, Ni, Mo, Nb and V, on the activation energy of recrystallisation were further examined by using eight experimental steels based on an orthogonal Taguchi L8 matrix. All steels contained constant additions of B, Ti and Si. Even though originally intended for studies on phase transformation characteristics and hardenability under direct quenching conditions, the L8 matrix steels were suitably employed for further validation of the SRX regression model. In addition, the SRX characteristics and kinetics of a set of new steel compositions including CMn, CMnNb and CMnNbTi types were examined in the light of model equations, which further confirm the suitability of the regression model.","[('Austenite', 3, '0.8529476'), ('Materials science', 0, '0.8333952'), ('Metallurgy', 1, '0.672414'), ('Hardenability', 3, '0.63844836'), ('Quenching (fluorescence)', 3, '0.54325306'), ('Kinetics', 2, '0.48071936'), ('Taguchi methods', 2, '0.42889154'), ('Linear regression', 2, '0.41132978'), ('Thermodynamics', 1, '0.36342335'), ('Microstructure', 2, '0.23565972'), ('Composite material', 1, '0.15686801'), ('Mathematics', 0, '0.078279644'), ('Statistics', 1, '0.07453373'), ('Physics', 0, '0.0'), ('Alloy', 2, '0.0'), ('Quantum mechanics', 1, '0.0'), ('Fluorescence', 2, '0.0')]",S87940674,"B,CMn,CMnNb,CMnNbTi,Cr,Mn,Mo,Nb,Ni,Si,Ti"
W4283330396,https://doi.org/10.36868/ejmse.2022.07.02.128,NOVEL METHOD OF BREAKING DOWN RUBBER MOLECULES USING PEPTIZER AND THE PROPERTIES OF RESULTANT NATURAL RUBBER SOLVENT-BASED ADHESIVE,2022-06-20,"NOVEL METHOD OFBREAKING DOWN RUBBER MOLECULES USING PEPTIZER AND THE PROPERTIES OF RESULTANT NATURAL RUBBER SOLVENT-BASED ADHESIVE. The huge cost of energy associated with the breaking down of high molecular weight rubber during adhesive production has placed a demand for alternative processing technology. In this study, the use of benzoyl peroxide as a peptizer to lower the molecular weight of natural rubber has been reported. The properties of natural rubber-based solvent adhesive produced by mechanical mastication and peptizer were also compared. Natural rubber NR was masticated in a two-roll mill at for 30 mins and was processed into adhesive using xylene as solvent. Similarly, adhesives were formulated by chemical break down of the heavy natural rubber molecules using benzoyl peroxide as peptizer. The peptizer loading was varied from 0.2 1.0 parts per hundred rubber phr of rubber at in a water bath while other compounding additives were kept constants for all samples under study. The adhesives produced were subjected to the following test: viscosity, lap shear test, T-peel test and drying time test. Other properties studied are weathering resistance, heat resistance and effect of moisture on the adhesives bond on different substrates. The result shows that the viscosity of the adhesives increases with increasing peptizer loading and the masticated sample has a viscosity slightly lower than that of 0.8phr and 1.0phr peptizer loading. Furthermore, T-peel test shows that 0.4 phr peptizer loading has a better average T-peel strength for the bonds while the masticated sample had the least average T-peel strength when compared with all samples. The sample with 1.0phr peptizer loading had the least decrease in shear strength while the 0.2 peptizer loading had the maximum decrease in shear strength. Finally, the FT-IR spectra shows similarities in spectra but with difference in the intensity of the peaks, indicating the ability of the benzoyl peroxide to effectively oxidize the natural rubber as compared with the mechanical masticated sample. The peak of 1080 cm-1 in the peptized sample indicates a major difference with the spectra of mechanical masticated sample. Generally, the benzoyl peroxide effectively lowered the molecular weight of the natural rubber which is evident in the viscosity, reduced process time and ease of the adhesive formulation.","[('Natural rubber', 2, '0.8729115'), ('Adhesive', 3, '0.82048786'), ('Materials science', 0, '0.7441699'), ('Composite material', 1, '0.7284447'), ('Compounding', 2, '0.5171901'), ('Viscosity', 2, '0.507697'), ('Mooney viscosity', 4, '0.5052298'), ('Benzoyl peroxide', 4, '0.4896317'), ('Elastomer', 2, '0.4731135'), ('Solvent', 2, '0.46583667'), ('Polymer', 2, '0.37137216'), ('Chemistry', 0, '0.20354283'), ('Organic chemistry', 1, '0.12550023'), ('Copolymer', 3, '0.078145266'), ('Monomer', 3, '0.067873985'), ('Layer (electronics)', 2, '0.0')]",S4210183352,OF
W1984883867,https://doi.org/10.1016/0921-5093(91)90156-h,Influence of CO2 gas flow around the melt puddle on the surface roughness of FeBSi ribbons,1991-03-15,"Influence of CO2 gas flow around the melt puddle on the surface roughness of FeBSi ribbons. The use of CO2 gas flow around the melt puddle by a very simple tube-like device helps in minimizing the ribbon surface roughness and dissolves large lift-off areas, preventing their formation.","[('Surface roughness', 2, '0.64291406'), ('Flow (mathematics)', 2, '0.57327765'), ('Materials science', 0, '0.56725055'), ('Surface finish', 2, '0.5255213'), ('Surface (topology)', 2, '0.48837537'), ('Metallurgy', 1, '0.34560636'), ('Mechanics', 1, '0.2666548'), ('Composite material', 1, '0.26355663'), ('Geometry', 1, '0.16408786'), ('Physics', 0, '0.09424657'), ('Mathematics', 0, '0.08960515')]",S154732359,"CO2,FeBSi"
W3023759344,https://doi.org/10.1016/j.jmst.2020.04.026,Construction 0D TiO2 nanoparticles/2D CoP nanosheets heterojunctions for enhanced photocatalytic H2 evolution activity,2020-11-01,"Construction 0D TiO2 nanoparticles/2D CoP nanosheets heterojunctions for enhanced photocatalytic H2 evolution activity. It is still of gigantic challenging to design and to optimize photocatalytic systems with cost-efficiency for photocatalytic hydrogen evolution from water splitting. Herein, noble-metal-free 2D CoP nanosheets were prepared by a phosphorization method using CoOH2 nanosheets as precursors, and then employed as photocatalytic cocatalyst and template to make 0D TiO2 nanoparticles in-situ grow on the surface for construction of 0D/2D TiO2/CoP hybrid by a simple hydrothermal method. The TiO2/CoP hybrid with the optimal ratio of CoP cocatalyst 1 wt.% manifested significantly improved photocatalytic H2 evolution rate of 0.604 mmol g1 h1, which is tenfold in comparison to pure TiO20.06 mmol g1 h1. The mechanism of performance enhancement was fully investigated and supposed that 2D CoP nanosheets cocatalyst can enhance the photo-absorption and provide more active sites for water reduction reaction; furthermore, 2D CoP nanosheets with smaller work function and high conductivity would form an Ohmic-junction with TiO2 nanoparticles, which can significantly accelerate the separation of photo-generated charge carriers and improve the exploitation of the photoexcited electrons in water redox reaction. This work is anticipated to impel more perspicacity into synthesizing innovative photocatalytic systems with 2D transition metal phosphides cocatalysts for attaining high photocatalytic H2 evolving pursuit.","[('Materials science', 0, '0.9165439'), ('Photocatalysis', 3, '0.90727174'), ('Heterojunction', 2, '0.800454'), ('Nanoparticle', 2, '0.61276007'), ('Chemical engineering', 1, '0.47086468'), ('Nanotechnology', 1, '0.45183405'), ('Optoelectronics', 1, '0.13871148'), ('Catalysis', 2, '0.12556294'), ('Engineering', 0, '0.04171881'), ('Organic chemistry', 1, '0.03973931'), ('Chemistry', 0, '0.0')]",S135187643,"CoOH2,CoP,H2,TiO2,TiO20.06"
W2389703638,,Preparation of Nano-WC particles reinforced high chromium iron-based powder metallurgy materials,2014-01-01,"Preparation of Nano-WC particles reinforced high chromium iron-based powder metallurgy materials. Nano-WC particles reinforced high-performance powder metallurgy high chromium iron-based composite materials were fabricated by high-energy ball millingHEBM and hot-press sinteringHPS. X-ray diffractionXRD, differential scanning calorimetryDSC and scanning electron microscopeSEM were employed to analyse the composition and morphology of ball-milled powder particles. The effect of sintering temperature on densities, microstructures and hardness of high chromium iron-based composite materials prepared by HPS was also explored. The results indicate that after 40 h ball-milling, the powder particles have a uniform and nearly equiaxed morphology, with an diameter of about 5 m. M7C3 carbide is obtained when the hot sintering temperature exceeded 1 000 . The density and hardness of sintered samples increase firstly and then decrease with increasing sintering temperature. 40 h ball-milled powders were pressed under 50 MPa and then sintered at 1 000 for 30 min, the relative density of sintered sample is 99.6%, the hardness and bending strength are 47.7 HRC and 1 952 MPa, respectively.","[('Materials science', 0, '0.9341885'), ('Sintering', 2, '0.80890447'), ('Powder metallurgy', 3, '0.7815704'), ('Ball mill', 2, '0.7468571'), ('Scanning electron microscope', 2, '0.6344281'), ('Metallurgy', 1, '0.6340292'), ('Microstructure', 2, '0.6269893'), ('Differential scanning calorimetry', 2, '0.5835378'), ('Chromium', 2, '0.55747455'), ('Carbide', 2, '0.54885226'), ('Equiaxed crystals', 3, '0.5149434'), ('Composite number', 2, '0.5016563'), ('Relative density', 3, '0.49676806'), ('Iron powder', 2, '0.41029403'), ('Composite material', 1, '0.353857'), ('Physics', 0, '0.0'), ('Thermodynamics', 1, '0.0')]",S2764910192,"C3,HPS,WC"
W2392220247,,Numeric simulation of model filling and solidification process to copper mould casting,1999-01-01,"Numeric simulation of model filling and solidification process to copper mould casting. Considering the turbolent mould filling process for large castings, applies the engineering turbulent mode to the liquid metal flow and heat transfer calculations, and compares them with the result of laminar flow calculation, and the results of reference test and copper mould compressor grey iron casting test, and investigates the major causes for the difference between calculation results, berefs the corresponding numeric calculation, the difference between the free surface treatment of fluid and the traditional one, runs simulation calculation for the solidification process after mould filling and compares it with in stitu test.","[('Materials science', 0, '0.8099235'), ('Laminar flow', 2, '0.6712166'), ('Copper', 2, '0.62883866'), ('Casting', 2, '0.611466'), ('Metallurgy', 1, '0.5850537'), ('Turbulence', 2, '0.56731004'), ('Flow (mathematics)', 2, '0.5364227'), ('Heat transfer', 2, '0.51090306'), ('Mechanical engineering', 1, '0.37766865'), ('Mechanics', 1, '0.36419308'), ('Engineering', 0, '0.12736583'), ('Physics', 0, '0.0')]",S82336448,
W2904497610,https://doi.org/10.1080/14686996.2018.1552480,"Draw-spun, photonically annealed Ag fibers as alternative electrodes for flexible CIGS solar cells",2019-01-21,"Draw-spun, photonically annealed Ag fibers as alternative electrodes for flexible CIGS solar cells. We explore the feasibility of Ag fiber meshes as electron transport layer for high-efficiency flexible CuIn,GaSe2CIGS solar cells. Woven meshes of Ag fibers after UV illumination and millisecond flash-lamp treatment results in a sheet resistance of 17 /sq and a visible transmittance above 85%. Conductive Ag meshes are integrated into flexible CIGS cells as transparent conductive electrode TCE alone or together with layers of Al-doped ZnO AZO with various thickness of 0900 nm. The Ag mesh alone is not able to function as a current collector. If used together with a thin AZO layer 50 nm, the Ag mesh markedly improves the fill factor and cell efficiency, in spite of the adverse mesh shadowing. When Ag mesh is combined with thicker 200 nm or 900 nm AZO layers, no improvements in photovoltaic parameters are obtained. When comparing a hybrid TCE consisting of 50 nm AZO and Ag fiber mesh with a thick 900 nm reference AZO device, an improved charge carrier collection in the near-infrared range is observed. Regardless of the AZO thickness, the presence of Ag mesh slows down cell degradation upon mechanical tensile stress, which could be interesting for implementation into flexible thin film CIGS modules.","[('Materials science', 0, '0.8907552'), ('Copper indium gallium selenide solar cells', 3, '0.6733844'), ('Optoelectronics', 1, '0.6470025'), ('Energy conversion efficiency', 2, '0.6394021'), ('Electrode', 2, '0.5659082'), ('Transmittance', 2, '0.5461969'), ('Equivalent series resistance', 3, '0.4598061'), ('Layer (electronics)', 2, '0.45057824'), ('Solar cell', 2, '0.42745858'), ('Thin film', 2, '0.4124779'), ('Composite material', 1, '0.3913846'), ('Nanotechnology', 1, '0.23870337'), ('Voltage', 2, '0.1881718'), ('Physical chemistry', 1, '0.0'), ('Quantum mechanics', 1, '0.0'), ('Chemistry', 0, '0.0'), ('Physics', 0, '0.0')]",S154646843,"Ag,Al,CuIn,ZnO"
W2020760811,https://doi.org/10.4028/www.scientific.net/msf.610-613.206,Effect of TiO<sub>2</sub> on the Thermal Conductivity of Eco-Friendly Silica Bricks Fabricated by Yellow River Silt,2009-01-01,"Effect of TiO2 on the Thermal Conductivity of Eco-Friendly Silica Bricks Fabricated by Yellow River Silt. Silt from the Yellow River was mixed with a certain amount of SiO2 powder to fabricate eco-friendly silica bricks and different amounts of TiO2 were added to ameliorate the thermal conductivity of the bricks. Results showed that the phases of as-fabricated silica bricks are cristobalite and tridymite with cristobalite predominating. With increasing amounts of TiO2, the bulk density and thermal conductivity of the samples increase. Although the bulk density 1.65~1.76 g/cm3 than the ideal density 1.85 g/cm3, the thermal conductivity is significantly ameliorated. The thermal conductivity of the sample with 1.5% TiO2 addition is 2.11 W/m.C, which is nearly three times higher than that of commercial silica bricks 0.8 W/m.C.","[('Cristobalite', 3, '0.8446145'), ('Materials science', 0, '0.8413756'), ('Thermal conductivity', 2, '0.8405478'), ('Tridymite', 4, '0.71654856'), ('Silt', 2, '0.58316994'), ('Bulk density', 3, '0.5064405'), ('Composite material', 1, '0.47638434'), ('Thermal', 2, '0.41781676'), ('Mineralogy', 1, '0.39852875'), ('Quartz', 2, '0.06128511'), ('Soil water', 2, '0.05874464'), ('Environmental science', 0, '0.054849356'), ('Chemistry', 0, '0.052263677'), ('Paleontology', 1, '0.0'), ('Physics', 0, '0.0'), ('Meteorology', 1, '0.0'), ('Soil science', 1, '0.0'), ('Biology', 0, '0.0')]",S87940674,"SiO2,TiO2,W"
W2048904766,https://doi.org/10.4028/www.scientific.net/msf.700.188,Trapping Single Cells: Comparison between Sandwiched Insulation with Back Contact (SIBC) and Planar Biochip,2011-09-01,"Trapping Single Cells: Comparison between Sandwiched Insulation with Back Contact SIBC and Planar Biochip. AC electrokinetics is one of many methods used to move particles in microfluidic channels. This paper presents single cell trapping efficacy using dielectrophoresis DEP force of two biochip designs; a planar biochip and the new sandwiched-insulation with back contact SIBC biochip. The new biochip, is structured on a glass slide, consists of microelectrode arrays patterned on top of Nickel-Chromium NiCr and Gold Au layers. Prior to the microelectrode patterning, a back contact layer of NiCr and Au was coated with SU-8 2005. Then, the SU-8 2005 or the insulation layer was patterned with arrays of microcavities. In contrast, the planar biochip consists of 2 layers; an SU-8 2005 insulation layer and NiCr and Au metal layers constructed on a Silicon Nitride Si3N4 substrate. The electric field intensity results simulated using Comsol v3.5a software indicated that DEP force generated from the SIBC biochip are greater than the planar biochip design. Results from experiment with polystyrene microbeads and Ishikawa cancer cells also showed that the SIBC biochip has higher trapping efficiency than the planar biochip. These promising results indicate that the SIBC biochip is capable of trapping single cells and can be used to facilitate studies on intracellular activities using surface the replicating technique known as the Bioimprint technique.","[('Biochip', 2, '0.9779668'), ('Materials science', 0, '0.7805477'), ('Dielectrophoresis', 3, '0.5764898'), ('Layer (electronics)', 2, '0.55205655'), ('Microelectrode', 3, '0.5265311'), ('Nanotechnology', 1, '0.5120228'), ('Planar', 2, '0.5117676'), ('Polystyrene', 3, '0.49446583'), ('Optoelectronics', 1, '0.47093263'), ('Nichrome', 2, '0.45755306'), ('Microfluidics', 2, '0.41889492'), ('Composite material', 1, '0.33023852'), ('Electrode', 2, '0.2845168'), ('Polymer', 2, '0.19964194'), ('Chemistry', 0, '0.1081709'), ('Computer science', 0, '0.08799505'), ('Computer graphics (images)', 1, '0.0'), ('Physical chemistry', 1, '0.0')]",S87940674,"Au,NiCr,SIBC,SU,Si3N4"
