id,generated
W1995445622,"['transverse plastic deformation', 'plastic deformation', 'metal-matrix', 'metal', 'fibrous composites', 'fibrous', 'continuum plasticity theory', 'continuum plasticity', 'numerical analysis', 'finite element method', 'fem', 'microstructural role', 'microstructure', 'fibrous composite', 'transverse elastic deformation', 'elastic deformation', 'lozenge', 'circular fiber', 'square fiber', 'random fiber distribution', 'transverse plastic flow', 'plastic flow', 'fiber geometric parameter', 'elastic property', 'stress contour analysis', 'stress', 'matrix field quantity', 'matrix', 'fiber clustering', 'transverse tensile property']"
W3137623081,"['estimation', 'crack faces interaction', 'ice beams', 'transvers vertical load', 'ice cover bearing capacity', 'transverse load', 'ice beams', 'sawing', 'slits', 'ice plate', 'failure diagram', 'hinge', 'finite element method', 'mathematical model making', 'ice deformation', 'ice failure', 'cracking', 'simulation mode']"
W2032436222,"['pressing velocity', 'powder metallurgic product', 'powder metallurgic', 'properties', 'finite element analysis software', 'finite element analysis', 'simulation', 'warm compaction', 'compaction', 'lagrangian method', 'thermal mechanically coupled analysis', 'frictional condition', 'strain rate', 'density', 'work hardening', 'powder green', 'friction condition', 'density distribution', 'equivalent stress']"
W2048821469,"['inclusion', 'grain boundary', 'grain orientation', 'fatigue crack initiation', 'fatigue crack propagation', 'fatigue', '2524-t3 aluminum alloy', 'aluminum alloy', 'microstructural aspect', 'fatigue crack characteristic', 'microstructural influence', 'in-situ scanning electron microscope fatigue testing', 'scanning electron microscope', 'electron back scattering diffraction', 'diffraction', 'coarse inclusion particle', 'high-angle coarse inclusion particle', 'coarse inclusion particle', 'local crack growth rate', 'crack growing stage', 'crack propagation behavior', 'transgranular propagation', 'grain', 'schmid factor']"
W2129137566,"['rigidity', 'semiconducting vanadate glasses', 'semiconducting glasses', 'vanadate glasses', 'coating', 'elastic moduli', 'bond compression model', 'bond', 'compression', 'stretching force constant', 'stretching', 'atomic ring size', 'glass series', 'glass composition', 'pbo content decrease', 'molar volume', 'coordination number', 'glass transition temperature', 'coating application']"
W2325249988,"['elastic constant', 'vickers hardness', 'lead borate glasses', 'lead borate', 'borate', 'b2o3pbo glasses', 'b2o3', 'pbo', 'isotropic wave velocity', 'bulk modulus', 'shear modulus', 'youngs modulus', 'density', 'molar volume', 'elastic constant variation', 'hardness variation', 'four-co-ordinated boron', 'co-ordinated boron', 'lead-oxygen association', 'lead-oxygen', 'covalent bonding']"
W1970936339,"['tunable structural color', 'structural color', 'organism', 'photonic material', 'bioinspired material', 'material science', 'tropical fish', 'octopus', 'squid', 'beetle', 'nanoplate', 'iridophore', 'varing color', '1d multilayer film', '1d multilayer', '3d colloidal crystal', 'colloidal crystal', 'tunable structural color', 'swelling', 'strain']"
W2070179747,"['palladium-modified thermal oxidation', 'palladium', 'thermal oxidation', 'titanium', 'surface modification technique', 'corrosion resistance', 'wear resistance', 'x-ray diffraction', 'x-ray', 'diffraction', 'glow discharge spectrometry', 'spectrometry', 'scanning electron microscopy', 'electron microscopy', 'transmission electron microscopy', 'x-ray photoelectron spectroscopy', 'photoelectron spectroscopy', 'secondary ion mass spectroscopy', 'mass spectroscopy', 'surface case', 'rutile tio2 layer', 'underlying diffusion zone', 'diffusion', 'tio solid solution', 'grain size', 'oxide layer adherence', 'oxide layer', 'stratification', 'spallation', 'surface oxide']"
W2766408062,"['mechanical property', 'high-nb x80 steel', 'steel weld pipe', 'west-to-east gas transmission pipeline', 'gas transmission pipeline', 'pipeline', 'steel pipe', 'alloying system', 'chemical composition', 'mechanical property investigation', 'steel pipes', 'coiled steel', 'wall thickness', 'steel manufacture', 'pipe body', 'weld joint']"
W2128068206,"['plastic forming', 'silicon nitride powder', 'colloidal processing', 'colloidal powder processing', 'structural ceramic', 'ceramic', 'strength degrading heterogeneity', 'heterogeneity', 'filtering powder', 'powder consolidation', 'ceramic colloidal powder processing', 'clay-based ceramic', 'clay', 'short-range repulsive potential', 'repulsive potential', 'particle packing', 'powder compact', 'complex engineering shape', 'plastic deformation']"
W2997550559,"['simulation', 'optimization', 'vacuum assisted resin infusion', 'resin infusion', 'large-sized structure', 'carbon fiber-reinforced plastic', 'carbon fiber', 'plastic', 'composite material', 'composite', 'aircraft wing skin', 'aircraft fuselage skin', 'fuselage skin', 'impregnation process', 'impregnation', 'resin inlet port', 'resin', 'filing time', 'filing']"
W3092955006,"['microstructure evolution', 'mechanical properties', 'hot deformation', 'deformation', 'mecano-matrix composite', 'ti-based metal-matrix composite', 'metal-matrix composite', 'spark plasma sintering', 'sintering', 'ti-10wt.%ti-10%ti-10%b2 powder mixture', 'ti-14.25wt.%mo-5wt.%ti-14.25%mo-5%ti-14.25%b2 powder mixture', 'powder mixture', 'uniaxial compression', 'compression', 'mechanical behavior', 'microstructure evolution', 'multiaxial forging', 'foraging', 'flow stress', 'dynamic recrystallization', 'recrystallization', 'ti-b whiskers', 'whiskers']"
W2740071098,"['temperature-sensitive glass', 'glass', 'non-polymeric n-isopropylacrylamide', 'n-isopropylacrylamide', 'aqueous solution', 'transmittance spectrum', 'fourier transform infrared spectroscopy', 'fourier transform', 'infrared spectroscopy', 'monomer aqueous solution', 'thermal property', 'poly n-isopropylacrylamide', 'pnipam', 'monomer aqueous solution', 'light transmission', 'critical temperature', 'double-layer hollow quartz glass', 'hollow quartz glass', 'quartz glass', 'non-polymeric n-isopropylacrylamide aqueous solution', 'reccyclable material', 'green material', 'various application']"
W2143637524,"['multitarget reactive sputtering process', 'reactive sputtering process', 'sputtering', 'titanium-chromium-oxygen system', 'titanium', 'chromium', 'oxygen', 'reactive gas partial pressure', 'sputtering rate', 'reactive gas flow rate', 'simulation', 'computer simulation']"
W2028225075,"['plastic deformation', 'fatigue crack', 'fatigue crack propagation', 'fatigue', '3% silicon-iron', '3% silicon-iron polycrystal', 'silicon-iron', 'polycrystal', 'fatigue crack propagation test', 'etch pit technique', 'crack closure', 'fracture mechanics equation', 'friction stress', 'monotonic yield stress', 'high rate region', 'region b', 'plastic zone size', 'friction stress', 'threshold', 'highly strained region', 'crack propagation rate', 'power function']"
W2367298041,"['isothermal superplastic solid phase welding', 'solid phase welding', 'steel', 'base metals', 'structural steel', '40cr', 'tool steels', 't10a', 'cr15', 'ultrafining treatment', 'welded surface', 'high frequency induction surface quenching', 'induction surface quenching', 'quenching', 'processing parameter', 'welding quality', 'non-vacuum', 'non-shield gas', 'gas']"
W3099949958,"['initiation of nuclear reaction', 'nuclear reaction', 'laser irradiation', 'irradiation', 'au nanoparticle', 'aqueous solution', 'uranium salt', 'suspension', 'palladium nanoparticle', 'palladium', 'uranium oxide', 'natural isotope abundance', 'picosecond laser', 'nd:yag laser', 'copper vapor laser', 'atomic absorption spectroscopy', 'gamma spectroscopy', 'photon energy', 'real-time gamma spectroscopy', 'gamma spectroscopy', 'nuclear reaction channel', 'h2o', 'd2o', 'liquid saturation', 'gas saturation', 'nuclear transformation']"
W2034100758,"['sintering', 'silicon nitride powder', 'self-propagating high-temperature synthesis', 'self-propagating synthesis', 'high-temperature synthesis', 'yttrium oxide', 'aluminum oxide', 'sintering additive', 'hot-press sintering', 'hot-pressed silicon nitride', 'full densification', 'self-reinforcing rod-like silicon nitride grain', 'interlocking structure', 'mechanical property', 'hardness', 'fracture toughness', 'bending strength']"
W4321482294,"['pfc2d-based analysis', 'axial loading rate', 'mechanical property', 'backfill', 'mining engineering scenario', 'unloading failure process', 'loading failure process', 'particle flow code numerical simulation', 'particle flow code', 'backfill model', 'compressive strength', 'peak strain', 'modulus of elasticity', 'cracks evolution', 'damage energy consumption', 'tensile failure', 'destruction mode', 'single failure', 'multiple failure', 'crack distribution', 'uniform destruction form']"
W1971859845,"['homogeneous deformation', 'deformation', 'bulk metallic glasses', 'metallic glasses', 'super-cooled liquid state', 'liquid state', 'dzta ntcnc bulk metallic glasses', 'dzta ntcnc', 'neutron diffraction', 'x-ray diffraction', 'diffraction', 'dsc heating', 'crystallization', 'visco-plasticity', 'glassy state', 'compression test', 'strain rate', 'differential mechanical test', 'strain-rate jump', 'flow stress', 'thermal activation', 'deformation', 'strain-rate path', 'newtonian viscosity', 'non-newtonian viscosity', 'viscosity', 'spaepen model', 'plastic flow', 'spaepen', 'backstress', 'composite behavior']"
W1972170454,"['oxidized porous silicon interferometer', 'porous silicon interferometer', 'interferometer', 'relative protein binding affinity', 'protein binding affinity', 'non-covalent capture probe immobilization', 'immobilization', 'immunoglobulin g', 'immunoglobulin', 'protein a capture probe', 'protein a', 'thermally oxidized porous silicon', 'oxidized porous silicon', 'psio2 sample', 'human immunoglobulin', 'rabbit immunoglobulin', 'sheep immunoglobulin', 'immunoglobulin binding', 'bovine serum albumin', 'bsa', 'label-free protein binding affinity measurement', 'label-free measurement', 'ccd-based spectrometer', 'spectrometer', 'tungsten lamp', 'implementing an inexpensive spectrometer', 'inexpensive spectrometer']"
W2744767132,"['recycled mixture', 'high rap content', 'central plant hot recycling', 'rap content', 'durability', 'wheel tracking test', 'immersing marshall test', 'immersing marshall', 'freeze-thaw splitting test', 'freeze-thaw', 'low temperature bending test', 'low temperature', 'bending test', 'virgin mixture', 'rap', 'impact-freeze-thaw damage', 'impact', 'freeze', 'thaw', 'damage degree', 'recycling agent', 'reinforcing agent', 'durability difference', 'mixture trial section', 'national road project', 'rap content', 'recycled trial section', 'recycling', 'wheel tracking', 'immersing marshall', 'freeze-thaw splitting', 'low temperature bending']"
W2044383001,"['thermal analysis', 'honing process', 'metallic cylinder', 'abrasive bar', 'heat impulse', 'heat diffusion equation', 'finite difference method', 'mathematical model', 'friendly software', 'convective cooling effect', 'temperature range', 'nonlinear thermal property']"
W1845841569,"['non-absorbing substrate', 'magneto-optical kerr response', 'magneto-optical', 'kerr response', 'plasmonic ferromagnetic nanodisks', 'ferromagnetic nanodisks', 'magnetoplasmonics', 'emerging field', 'research', 'materials', 'magnetic functionality', 'plasmonic functionality', 'optical nano-device', 'red-shift', 'localized plasmon resonance', 'plasmon resonance', 'reflectivity', 'subtrate', 'magnetoplasmonic nanostructure', 'biotechnological application', 'optoelectronic application', 'nanodisk', 'vacuum', 'linearly polarized light', 'polarization', 'intrinsic magneto-optical property', 'nanoconfinement', 'subtrate effect', 'weiley-vch Verlag GmbH & Co. KGaA', 'weiley-vch']"
W2090187944,"['nanomechanical analysis', 'triangular defect', '4hsc epilayer', 'epilayer', 'kelvin probe force microscopy', 'kelvin probe', 'force microscopy', 'nano-indenter', 'crystallographic structure', 'polytype nature', 'surface potential profile', 'micro-raman spectroscopy', 'micro-raman', 'transmission electron microscopy', 'electron microscopy', 'stacking faults', 'stacking fault', 'thick-sic band', 'sic band']"
W2059535450,"['ultraviolet sensing property', 'ultraviolet sensing', 'polyvinyl alcohol-coated aluminium-doped zinc oxide nanorods', 'polyvinyl alcohol', 'aluminium-doped zinc oxide', 'zinc oxide', 'nanorods', 'electrochemical route', 'x-ray diffraction', 'x-ray', 'diffraction', 'uv-visible spectrometer', 'spectrometer', 'scanning electron microscope', 'electron microscope', 'current-voltage characteristics', 'dark', 'uv-light illumination', 'illumination', 'electrical conductivity', 'polyvinyl alcohol coating', 'coating', 'response time', 'recovery time', 'fast response', 'fast recovery']"
W2994236224,"['crack growth', 'microstructural change', 'aisi 52100', 'white etching crack', 'wec', 'fine granular area', 'gga', 'rolling element bearing', 'bearing', 'failure prediction', 'damage phenomenon', 'white etching crack formation', 'multiaxial fatigue experiment', 'fatigue experiment', 'cyclic compression', 'torsion', 'stress-based critical plane criteria', 'fracture mechanical analysis', 'crack length', 'plastic zone size', 'transformed microstructure', 'plasticity-driven mechanism', 'fga formation', 'high cycle fatigue', 'fatigue', 'wec formation']"
W1179237127,"['optimization', 'vacuum evaporated cdte thin films', 'evaporated cdte thin films', 'cdte thin films', 'solar cells', 'thin films', 'x-ray diffraction', 'x-ray', 'diffraction', 'source meter', 'atomic force microscopy', 'microscopy', 'structural property', 'electrical property', 'surface topographical property', 'ohmic behavior', 'electrical conductivity', 'surface roughness', 'absorber layer', 'cdte/cds solar cells']"
W2087133948,"['3d-fe modeling', 'power spinning', 'ellipsoidal head', 'variable thickness', 'finite element model', 'forming quality', 'power spinning', 'ellipsoidal head', 'wall thickness', 'surface profile', 'fitting', 'simulation and experimental result', 'three-dimensional finite element model', 'roller trajectory', 'similarity theory', 'fe model', 'computational time', 'rollers feed rate', 'mandrel speed', 'deformation', 'stress', 'strain', 'wall thickness distribution', 'unfitability', 'radial runout']"
W1966999656,"['structural optical', 'electrochromic property', 'cerium dioxide thin films', 'cerium dioxide', 'sol-gel dip coating method', 'dip coating method', 'crystallite size deterioration', 'crystallite size restoration', 'annealing', 'band gap value', 'uv-visible transmission experiment', 'uv-visible', 'transmission', 'cylic voltammetry', 'voltammetry']"
W2595598499,"['physicochemical property', 'polycaprolactone', 'collagen', 'elastin', 'nanofiber', 'electrospinning', 'collagen type i', 'collagen i', 'collagen iii', 'elastin', 'polycaprolactone pcl', 'electrospinning technique', 'non-conventional collector', 'morphological comparative study', 'diameter and morphology', 'nanostructure', 'ninhydrin assay', 'swelling test', 'contact angle analysis', 'differential scanning calorimetry', 'melting temperature', 'degradation temperature', 'thermogravimetric analysis', 'local mechanical property', 'atomic force acoustic microscopy', 'microscopy', 'tissue engineering application', 'tissue engineering', 'scaffold']"
W1992529044,"['dynamic alignment', 'gap control', 'optical near-field nanolithography', 'near-field nanolithography', 'nanolithography', 'interferometric-spatial-phase-imaging', 'interferometric-spatial-phase', 'imaging', 'spatial-phase', 'gap distance', 'optical mask', 'subsurface', 'fringe', 'checkerboard grating', 'grating', 'dynamic feedback control', 'feedback control']"
W3136070291,"['microstructure dependence', 'stress relaxation', 'powder-processed nibase superalloy', 'powder-processed superalloy', 'stress relaxation behavior', 'phosphorus addition', 'secondary microstructure', 'tertiary microstructure', 'stress relaxation behavior analysis', 'natural logarithm', 'plastic strain rate', 'strain relaxation', 'cooling rate', 'solution heat treatment', 'cooling', 'tertiary microstructure variation', 'commercial nibase superalloy', 'nibase superalloy', 'stress drop', 'multi-step aging process', 'aging process']"
W2023188330,"['synthesis', 'photoluminescence', 'yag:ce phosphor', 'phosphor', 'trivalent cerium', 'solid-state reaction', 'co-precipitation', 'solgel', 'combustion', 'crystallization', 'morphologies', 'particle size', 'luminescent character', 'influences', 'luminescence intensity', 'sintering time', 'repeated calcinations', 'calcinations', 'reaction temperature', 'uranium']"
W2094694253,"['multijunction solar cell', 'solar cell', 'high-efficiency solar cell', 'high-efficiency multijunction solar cell', 'solar cell efficiency', 'multi-junction', 'semiconductor material', 'material', 'device architecture', 'semiconductor']"
W2527885543,"['fretting fatigue test apparatus', 'fretting fatigue', 'contacting part', 'fluctuating load', 'sliding movement', 'sliding movement', 'fatigue life', 'material', 'servo-hydraulic push-pull fatigue testing machine', 'servo-hydraulic', 'push-pull', 'fatigue testing machine', 'jig', 'axial load', 'contact load', 'load cell', 'fretting fatigue life', 'plain fatigue life', 'zl702a aluminum alloy', 'aluminum alloy', 'simlicity', 'cheapness', 'high temperature test', 'low temperature test']"
W2796458703,"['photoluminescence emission', 'vacuum deposited sb2o3 thin film', 'thin film', 'randomly oriented thorn like structures', 'thorn like structures', 'uvvisible photoluminescence', 'photoluminescence', 'intense uvvisible photoluminescence', 'photoluminescence emission', 'crowded surface', 'uv emission', 'visible deep level emission', 'deep level emission', 'oxygen defect state', 'inclined arrangement', 'polygonal shape', 'hybrid formation', 'uvnbe emission', 'defect level emission', 'excitation wavelength dependence', 'optical band gap energy', 'cubic structure', 'polycrystalline nature', 'x-ray diffraction', 'xrd', 'electron diffraction', 'eds', 'electron diffraction analysis', 'surface morphology', 'film confinement direction', 'film surface morphology', 'pl emission intensity', 'pl emission range']"
W2103966713,"['cu aln mn shape memory alloy', 'shape memory alloy', 'mechanical alloying', 'powder metallurgy', 'vacuum hot pressing', 'hot extrusion', 'sem', 'x-ray diffraction analysis', 'pre-alloyed powders', 'hot extruded sample', 'shape memory recovery', 'boiling water', 'deforming', 'recovering', 'cycling']"
W2516238753,"['stress measurement', 'stress modeling', 'precipitation-hardened aluminum alloy', 'aluminum alloy', 'prefication-hardening', 'gleeble interrupted quenching', 'gleeble quenching', 'constrained cooling', 'solutionizing', 'quenching', 'turbocharger compressor impeller', 'compressor impeller', 'mechanical characteristic', 'residual stress', 'machining', 'service stress', 'predicting stress generation', 'large aluminum forgings', 'material model', 'tensile test', 'gleeble machine', 'gleeble blocked-jaws configuration', 'stress computation']"
W1999626225,"['electrochemical property', 'lithium insertion', 'lithium', 'co3o4', 'microsphere', 'hydrothermal treatment', 'hydrothermal', 'first-cycle chargedischarge test', 'chargedischarge test', 'sce', 'x-ray power diffraction', 'x-ray diffraction', 'scanning electron microscopy', 'cyclic voltammetry', 'voltammetry', 'co3o4 in lioh solution', 'lioh solution', 'redox peak', 'faradaic reaction', 'faradaic']"
W2791841813,"['olive pomace', 'lightweight concrete', 'aggregate resources depletion', 'material recycling', 'natural residue', 'olive pomace', 'lightweight aggregate concrete', 'lightweight aggregate', 'concrete formulation', 'mechanical characteristic', 'local naturally residue', 'mechanical behavior', 'aggregate property', 'lightweight concrete behavior', 'substitution sequence', 'w/c ratio', 'w/c', 'cement paste maneuverability', 'cement paste', 'lightweight concrete strength', 'olive-pomace lower adhesion', 'adhesion', 'cement setting', 'thermohydric property']"
W2359341766,"['optimal design', 'structure design', 'block copolymer micelle', 'computer simulation', 'micelle', 'solubilization', 'hydrophobic drug', 'drug', 'carrier material', 'thermodynamic method', 'ibuprofen', 'hydrophobic chain', 'mixed energy', 'free energy of mixing', 'materials studio software', 'software', 'free energy of mixing', 'compatibility']"
W2791799631,"['shear rate analysis', 'water dynamic', 'continuous stirred tank', 'stirred tank', 'fluid dynamic phenomenon', 'numerical simulation', 'cylindrical tank', 'stirring', 'stirring speed', 'mathematical modeling', 'finite element method', 'cfd software', 'shear rate', 'front end portion', 'stirrer', 'stirring time', 'linear equation']"
W2160358947,"['machining variable', 'machining', 'fatigue life', 'end-milled aluminium alloy', 'end-milled', 'aluminium alloy', 'thermal deformation', 'elastic deformation', 'plastic deformation', 'surface layer deformation', 'surface layer', 'strain hardening', 'structural change', 'residual stress', 'surface irregularity', 'fatigue failure risk', 'machining condition', 'relia soft office', 'doe++', 'analysis of variance', 'anova', 'feed rate', 'cutting speed', 'rake angle', 'influential factor']"
W3119431928,"['microstructure evolution', 'multiaxial processing', 'ta6v', 'subtransus hot forging', 'hot forging', 'ti-6al-4v titanium alloy', 'ti-6al-4v', 'transformed microstructure', 'equiaxed microstructure', 'phase globularization', 'mechanism activation', 'microstructural evolution', 'globularization', 'crystallographic orientation', 'lamellae', 'multiaxial processing', 'microstructural gradient', 'finite element modelling', 'stress strain field', 'maximain strain gleebble device', 'gleebble device', 'open die forging', 'foraging']"
W3202134132,"['large-strain lders-type deformation', 'lders-type deformation', 'lders', 'b19 martensite', 'ni47ti49nb2fe2 alloy', 'ni47ti49nb2fe2', 'strain', 'dislocation slip', 'twinning', 'deformation mechanism', 'co-operate concurrently', 'deformation temperature', 'dislocation slip critical stress', 'twinning critical stress', 'yield strength', 'plastic deformation', 'huge lders-type deformation', 'stress-induced b19 martensite', 'b19 martensite', 'plastic deformation']"
W2001372119,"['defect characterization', 'inp substrate', 'inp', 'fe ion implantation', 'fe ion', 'ion implantation', 'implantation', 'defect structure', 'tEM', 'tem', 'doping', 'n-type', 'implantation dose', 'annealing', 'temperature', 'defect structure similarity', 'partial amorphization', 'primary damage layer', 'extrinsic dislocation loop', 'intrinsic stacking fault tetrahedron', 'stacking fault tetrahedron', 'epitaxial regrowth', 'solid phase', 'heavily twinned band', 'twinned band', 'extrinsic end of range dislocation loop', 'end of range dislocation loop', 'dislocation loop']"
W2017125492,"['fracture behavior', 'particle reinforced metal matrix composites', 'particle reinforcement', 'metal matrix composites', 'acoustic emission source characterization', 'acoustic emission', 'one-directional acoustic emission source characterization', 'one-directional', 'acoustic emission source', 'micro-fracture dynamic process', 'micro-fracture', 'strain level', 'void nucleation', 'void coalescence', 'pop-in', 'primary void', 'acoustic emission event']"
W2007631998,"['mechanical property', 'metallic closed cellular material', 'closed cellular material', 'polymer', 'polymer penetration', 'metal foam', 'foam', 'epoxy resin', 'polyurethane resin', 'compressive test', 'stress-strain curve', 'specs', 'compressive strength', 'youngs modulus', 'energy absorption', 'internal friction', 'metallic closed cellular material containing polymer']"
W3169996739,"['microelement', 'microstructure evolution', 'properties', 'ultrahigh strength cu ti alloy', 'ultrahigh strength', 'cu ti alloy', 'modern electronics component', 'electronics component', 'copper alloy', 'high ductility', 'plasticity', 'crystal relationship', 'metastable cu4ti particle', 'cellular reaction', 'cu3ti phase', 'hardness', 'yield strength', 'elongation', 'precipitation strengthening', 'strengthening mechanism']"
W3158907318,"['critical dimension', 'line edge roughness', 'neural network', 'electron-beam lithography', 'electron-beam', 'pattern transfer', 'proximity effect', 'stochastic nature', 'exposure process', 'development process', 'feature boundary blurring', 'blurring', 'sem image', 'lithographic process', 'neural network-based estimation', 'nn-based estimation', 'simulation']"
W2235752139,"['cu/zn addition', 'microstructure', 'mechanical property', 'extruded mgsn alloy', 'extruded alloy', 'indirect extrusion', 'mg2sn alloy', 'yield strength', 'ultimate strength', 'elongation', 'work-hardening rate', 'work-hardening', 'strengthening effect', 'grain size', 'second phase', 'macro-texture', 'grain refinement', 'strength optimization', 'ductility optimization']"
W2364214352,"['self-assembly membrane', 'membrane', 'pla-ptol-pglu', 'chitosan', 'hydrogen bond', 'supramolecular membrane', 'molecular membrane', 'hydrogen bonding', 'pla-ptol-pglu mla', 'pla-ptol-pglu mla hydrogen bond', 'chitosan hydrogen bond', 'thermopositive curve', 'assembling process', 'swelling ratio', 'hydrogen bonding molecules']"
W3186859824,"['residual mode vector', 'structural damage identification', 'structural damage', 'first-order modal information', 'modal information', 'dynamic property change', 'damage location', 'situation assessment', 'residual mode vector', 'first mode information', 'global structure', 'element stiffness', 'nodal equilibrium equation', 'damage coefficient', 'structural element', 'damage identification', 'first-order modal information', 'modal information', 'dynamic property change', 'damage location', 'situation assessment', 'residual mode vector', 'first mode information', 'global structure', 'element stiffness', 'nodal equilibrium equation', 'damage coefficient', 'structural element']"
W1980203859,"['doping eu2o3', 'phase transformation', 'piezoelectric property', 'ceramic', 'solid state reaction', 'scanning electronic micrograph', 'grain growth', 'x-ray diffraction', 'x-ray', 'diffraction', 'piezoelectric property d33', 'dielectric constant', 'poled sample', 'unpoled sample', 'crystal structure']"
W1664418092,"['magnetic study', 'hitperm alloy', 'fe0.5co0.5', 'hf', 'znb', 'argon atmosphere', 'amorphous ribbon', 'amorphous phase', 'magnetic moment', 'crystallization stage', 'bcc-fe,co nanocrystal', 'bcc-fe nanocrystal', 'bcc-co nanocrystal', 'amorphous matrix', 'soft magnetic property', 'nanograin growth inhibitor', 'niobium', 'thermal stability', 'coercive field']"
W2025399297,"['porous thermoelectric material', 'thermoelectric material', 'functionally graded structure', 'heat convection', 'gas flow', 'porous device', 'thermoelectric', 'feisi2', 'bisi2te3', 'lead telluride', 'lead', 'telluride', 'processing', 'porous medium', 'brittle material', 'permeability', 'functional gradation', 'feisi2/bisi2te3', 'bisi2te3/lead telluride', 'lead telluride', 'thermoelectric material']"
W2061477455,"['high temperature aging', 'ferrite transformation kinetic', 'tensile property', 'type 316l stainless steel', 'stainless steel', 'gas tungsten arc welding', 'welding', 'tensile sample', 'tensile loading', 'strain rate', 'ferrite transformation', 'activation energy', 'master plot', 'dorn parameter', 'optical microscopy', 'competing transformation reaction', 'dissolution of ferrite', 'precipitation of carbidesj carbonitrides', 'carbidesj carbonitrides', 'phase change', 'phase morphology', 'spheroidisation of phase']"
W2087816662,"['carbon concentration', 'martensitic transformation', 'metastable austenitic steel', 'austenitic steel', 'cyclic loading', 'monotonic loading', 'plastic strain', 'specimen geometry', 'temperature', 'grain size', 'chemical composition', 'carburization/decarburization treatment', 'carburization', 'decarburization', 'austenitic steel', 'x5 crni189', 'x2 crni1811', 'x12 crni177', 'fatigue testing', 'cyclic hardening', 'magnetic volume fraction', 'foil', 'damage history']"
W2059457102,"['specimen size', 'in-situ pore pressure', 'in-situ pore', 'temperature', 'hydrocarbon fire', 'reinforced concrete panels', 'reinforced concrete walls', 'thermal stresses', 'pore water pressure build-up', 'pore water pressure', 'spalling', 'surface area', 'thickness', 'compressive strength', 'concrete']"
W2299890294,"['thermodynamic calculation', 'rare earth permanent magnet', 'rare earth', 'permanent magnet', 'fe-re binary system', 'binary system', 'magnetic property', 'ndfeB permanent magnet', 'ndfeB', 'smfen magnet', 'fe-re binary system', 'phase equilibrium', 'thermodynamic property', 'calphad method', 'calphad', 'fe-re ternary system', 'ternary system', 'alloy composition', 'microstructure', 'magnetic property']"
W1993880432,"['deformation', 'oxygen content', 'mechanical property', 'copper wire', 'dip-forming', 'contirod', 'scr copper wire rod', 'copper wire rod', 'cold drawing', 'drawing programme', 'soft drawn', 'hard drawn', 'deformation stress', 'tensile elongation', 'number of twist', 'twist failure', 'strength strain hardening rate', 'hard-drawn wire', 'soft-drawn wire', 'oxygen effect', 'ductility']"
W1984680329,"['sic epitaxy', 'mesfet fabrication', 'mesfet', 'horizontal hot-wall reactor', 'hot-wall reactor', 'gas foil rotation', 'gas foil', 'doping', '3x2-in. growth', '1x3-in. growth', 'large doping concentration range', 'doping concentration', 'buffer/channel structure characterization', 'sims measurement', 'cv measurement', 'pinch-off voltage']"
W2109504113,"['preparation', 'characterization', 'continuous fe-containing silicon carbide radar absorbing fibers', 'radar absorbing fibers', 'absorbing fibers', 'precursor-based processing', 'polymer polyferrocarbosilane', 'polydimethylsilane', 'ferrocene', 'melt-spinning', 'cured in air', 'heat-treated', 'nitrogen atmosphere', 'fe-containing silicon carbide', 'silicon carbide', 'radar absorption', 'epoxy resin', 'structural material', 'high resolution transmission electron microscope', 'x-ray diffraction', 'x-ray', 'x-ray diffraction', 'x-ray radiography', 'x-rays', 'carbon-enriched layer', 'surface layer']"
W2392359048,"['trace gallium', 'electrochemical behavior', 'anode aluminum foil', 'high purity aluminum', 'open circuit potential-time curve', 'potentiodynamic polarization curve', 'potentiostatic current density transient curve', 'pitting performance', 'optical microscopy', 'scanning electron microscopy', 'electrochemical activity', 'chloride ion solution', 'chloride ion', 'pitting potential', 'holding time', 'natural chloride solution', 'chloride', 'corrosion area', 'pitting performance improvement', 'trace gallium']"
W2563287626,"['electrical characterization', 'postmetal annealed ultrathin tingate electrode', 'ultrathin tingate electrode', 'tingate', 'silicon mos capacitor', 'silicon cmos device', 'sub-10 nm silicon cmos device', 'sub-10 nm', 'hafnium silicate', 'hafnium silicate-based metal-oxide capacitor', 'metal-oxide capacitor', 'atomic layer deposition', 'ald', 'postmetal annealed sequence', 'annealed sequence', 'current density-voltage analysis', 'current density', 'voltage', 'resistance-temperature analysis', 'resistance', 'permittivity-temperature analysis', 'permittivity', 'temperature', 'effective electronic mobility', 'electronic mobility', 'charge density']"
W3013705765,"['mechanical property', 'physical property', 'non-woven kenaf fibre mat', 'non-woven', 'kenaf fibre mat', 'polypropylene composite', 'polypropylene', 'compression molding', 'maleic anhydride grafted polypropylene', 'maleic anhydride', 'polybond 3200', 'orvac ca100', 'fourier transform infrared spectroscopy', 'ftir spectroscopy', 'tensile test', 'flexural test', 'universal testing machine', 'water absorption', 'thickness swelling', 'water absorption test', 'thickness swelling test', 'fibre-matrix adhesion', 'coupling agent']"
