id,generated
W2143637524,"['multitarget reactive sputtering process', 'reactive sputtering', 'sputtering', 'titanium-chromium-oxygen system', 'titanium', 'chromium', 'reactive atmosphere', 'physical assumption', 'modeling', 'reactive gas pressure', 'sputtering rate', 'target', 'reactive gas flow rate', 'practical result']"
W2028225075,"['plastic deformation', 'fatigue crack propagation', 'fatigue crack', '3%sife', 'polycrystal', 'stress ratio', 'etch pit technique', 'crack closure', 'high rate region', 'region b', 'fracture mechanics equation', 'monotonic yield stress', 'yield stress', 'crack propagation rate', 'power function', 'crack propagation', 'threshold condition', 'crack propagation rate']"
W2367298041,"['isothermal superplastic solid phase welding', 'solid phase welding', 'welding', 'steel', 'isothermal superplastic solid phase', 'tool steel', 'high frequency induction surface quenching', 'surface quenching', 'ultrafining treatment', 'base metal', 'structural steel', 'tensile strength', 'short time', 'welding joint', 'r base metal']"
W3099949958,"['initiation of nuclear reaction', 'nuclear reaction', 'laser irradiation', 'au nanoparticle', 'aqueous solution', 'uranium salt', 'suspension', 'gold nanoparticle', 'palladium nanoparticle', 'nano particle', 'uranium oxide', 'natural isotope abundance', 'picosecond', 'nd:yag laser', 'peak power', 'wavelength', 'cu vapor laser', 'atomic absorption spectroscopy', 'gamma spectroscopy', 'colloidal solution', 'nuclear reaction', 'nuclear', 'laser exposure', 'nuclear reaction', 'gold nanoparticle', 'palladium nanoparticle', 'nuclear reaction', 'nuclear', 'laser exposure', 'picosecond', 'nd:yag laser', 'peak power', 'wavelength', 'cu vapor laser', 'atomic absorption spectroscopy', 'gamma spectroscopy', 'colloidal solution', 'nuclear reaction', 'nuclear', 'laser exposure', 'nuclear reaction', 'nuclear', 'laser exposure', 'picosecond', 'nd:yag laser', 'peak power', 'wavelength', 'cu vapor laser', 'atomic absorption spectroscopy', 'gamma spectroscopy', 'colloidal solution', 'nuclear reaction', 'nuclear', 'laser exposure', 'nuclear reaction', 'nuclear', 'laser exposure', 'picosecond', 'nd:yag laser', 'peak power', 'wavelength', 'cu vapor laser', 'atomic absorption spectroscopy', 'gamma spectroscopy', 'colloidal solution', 'nuclear reaction', 'nuclear', 'laser exposure', 'nuclear reaction', 'nuclear', 'laser exposure', 'picosecond', 'nd:yag laser', 'peak power', 'wavelength', 'cu vapor laser', 'atomic absorption spectroscopy', 'gamma spectroscopy', 'colloidal solution', 'nuclear reaction', 'nuclear', 'laser expos"
W2034100758,"['sintering', 'self-propagating high-temperature synthesis', 'self-propagating synthesis', 'high-temperature synthesis', 'sintering additive', 'y2o3', 'al2o3', 'hot-press sintering', 'sintering process', 'full densification', 'micrograph', 'self-reinforcing rod-like grain', 'interlocking structure', 'hardness', 'fracture toughness', 'bending strength', 'silicon nitride powder', 'silicon nitride', 'sinter ability', 'cost', 'cost reduction']"
W4321482294,"['axial loading rate', 'mechanical property', 'backfill', 'mining engineering scenario', 'loading failure process', 'particle flow code', 'numerical simulation', 'simulation', 'backfill model', 'loading rate', 'compressive strength', 'strain', 'elasticity', 'cracks', 'damage energy consumption', 'tensile failure', 'failure mode', 'destruction mode', 'crack distribution', 'energy consumption']"
W1971859845,"['homogeneous deformation', 'bulk metallic glass', 'super-cooled liquid state', 'liquid state', 'neutron diffraction', 'x-ray diffraction', 'diffraction', 'dsc heating', 'crystallization', 'homogeneous visco-plasticity', 'visco-plasticity', 'compression test', 'strain-rate', 'differential mechanical test', 'strain-rate jump', 'flow stress', 'thermal activation', 'amorphous state', 'flow stress independence', 'newtonian viscosity', 'non-newtonian viscosity', 'free volume', 'plastic flow', 'spaepen model', 'crystallization', 'backstress', 'composite behavior']"
W1972170454,"['oxidized porous silicon interferometer', 'interferometer', 'protein binding affinity', 'non-covalent capture probe immobilization', 'capture probe immobilization', 'immunoglobulin g', 'immunoglobulin', 'protein a', 'thermally oxidized porous silicon', 'thermally oxidized', 'porous silicon', 'silicon', 'protein a coated surface', 'bovine serum albumin', 'serum albumin', 'albumin', 'label-free measurement', 'protein binding affinity measurement', 'spectrometer', 'tungsten lamp']"
W2744767132,"['recycled mixture', 'high rap content', 'central plant hot recycling', 'hot recycling', 'rap content', 'pavement maintenance', 'national road', 'laboratory test', 'wheel tracking test', 'immersing marshall test', 'freeze-thaw splitting test', 'low temperature bending test', 'virgin mixture', 'durability test', 'impact-freeze-thaw damage degree', 'durability', 'recycling agent', 'reinforcing agent', 'national road project', 'pavement performance']"
W2044383001,"['thermal analysis', 'honing process', 'metallic cylinder', 'cylinder', 'abrasive bar', 'heat impulse', 'heat impulse generation', 'heat impulse simulation', 'heat diffusion equation', 'finite difference method', 'mathematical model', 'convective cooling effect', 'cooling effect', 'temperature range', 'non-linear thermal property', 'non-linear temperature']"
W1845841569,"['non-absorbing substrate', 'magneto-optical kerr response', 'magneto-optical', 'kerr response', 'plasmonic ferromagnetic nanodisk', 'ferromagnetic nanodisk', 'plasmon', 'magnetic functionalities', 'localized plasmon resonance', 'reflectivity', 'magnetoplasmonic nanostructured device', 'biotechnological application', 'optoelectronic application']"
W2090187944,"['nanomechanical analysis', 'triangular defect', '4hsic epilayer', 'epilayer', 'kelvin probe force microscopy', 'kelvin probe', 'force microscopy', 'microscopy', 'nano-indenter', 'indenter', 'crystallographic structure', 'polytype nature', 'surface potential profile', 'micro-raman spectroscopy', 'spectroscopy', 'high-resolution transmission electron microscopy', 'transmission electron microscopy', 'electron microscopy']"
W2059535450,"['ultraviolet sensing property', 'polyvinyl alcohol-coated aluminium-doped zinc oxide nanorods', 'undoped zinc oxide', 'aluminium-doped zinc oxide', 'zinc oxide', 'electrochemical route', 'x-ray diffraction', 'x-ray', 'uv-visible spectrometer', 'scanning electron microscope', 'electrical conductivity', 'pva coating', 'current-voltage characteristic', 'dark illumination', 'uv illumination', 'response time', 'recovery time', 'pva-coated al-doped zno nanorods', 'fast response time', 'recovery time']"
W2994236224,"['crack growth', 'microstructural change', 'aisi 52100', 'white etching crack', 'white etching', 'crack', 'microstructural change', 'fine granular area', 'fga', 'rolling element bearing', 'rolling element', 'bearing', 'service life', 'rolling element bearing failure', 'multiaxial fatigue experiment', 'multiaxial fatigue', 'superposed cyclic compression', 'cyclic compression', 'torsion', 'stress state', 'critical plane criterion', 'fracture mechanical analysis', 'crack length', 'plastic zone size', 'transformed microstructure', 'plasticity-driven mechanism', 'fine granular area formation', 'high cycle fatigue', 'bearing steel', 'plasticity-driven mechanism', 'crack growth', 'microstructural change', 'aisi 52100', 'white etching crack', 'white etching', 'crack', 'microstructural change', 'fine granular area', 'fga', 'rolling element bearing', 'rolling element', 'bearing', 'service life', 'rolling element bearing failure', 'multiaxial fatigue experiment', 'multiaxial fatigue', 'superposed cyclic compression', 'cyclic compression', 'torsion', 'stress state', 'critical plane criterion', 'fracture mechanical analysis', 'crack length', 'plastic zone size', 'transformed microstructure', 'plasticity-driven mechanism', 'fine granular area formation', 'high cycle fatigue', 'bearing steel', 'plasticity-driven mechanism', 'crack growth', 'microstructural change', 'aisi 52100', 'white etching crack', 'white etching', 'crack', 'microstructural change', 'fine granular area', 'fga', 'rolling element bearing', 'rolling element', 'bearing', 'service life', 'rolling element bearing failure', 'multiaxial fatigue experiment', 'multiaxial fatigue', 'superposed cyclic compression', 'cyclic compression', 'torsion', 'stress state', 'critical plane criterion', 'fracture mechanical analysis',"
W1179237127,"['physical property optimization', 'vacuum evaporated cadmium telluride thin films', 'cadmium telluride thin films', 'thermal treatment', 'solar cell', 'glass substrate', 'indium tin oxide', 'x-ray diffraction', 'x-ray', 'diffraction', 'source meter', 'atomic force microscopy', 'microscopy', 'structural property', 'electrical property', 'surface topographical property', 'surface roughness', 'annealing treatment', 'absorber layer', 'cdte/cds solar cells']"
W2087133948,"['3d-fe modeling', 'power spinning', 'large ellipsoidal head', 'variable thickness', 'ellipsoidal head', 'finite element model', 'power spinning', 'wall thickness', 'poor fitability', 'surface profile', 'forming quality', 'lehvt power spinning', 'roller trajectory', 'roller movement', 'roller feed rate', 'mandrel speed', 'deformation reduction', 'variable mesh density', 'stress distribution', 'strain distribution', 'wall thickness distribution', 'radial runout', 'unloading']"
W1966999656,"['structural property', 'optical property', 'electrochromic property', 'cerium dioide thin films', 'sol-gel dip coating method', 'dip coating method', 'cerianite phase', 'crystallite size', 'annealing', 'band gap value', 'uv-visible transmission experiment', 'intercalated charge capacity', 'cyclic voltammetry']"
W2595598499,"['physicochemical property', 'polycaprolactone', 'collagen', 'elastin', 'nanofiber', 'electrospinning', 'reinforced composite', 'collagen type i', 'collagen type iii', 'elastin', 'polycaprolactone pcl', 'aminoysis reaction', 'hexamentilendiamine', 'non-conventional collector', 'morphological study', 'seem', 'ft-ir spectroscopy', 'ninhydrin assay', 'swelling test', 'contact angle analysis', 'permeability', 'differential scanning calorimetry', 'melting temperature', 'onset degradation temperature', 'thermogravimetric analysis', 'atomic force acoustic microscopy', 'microscopy', 'tissue engineering application', 'scaffold', 'biological activity']"
W1992529044,"['dynamic alignment', 'gap control', 'optical near-field nanolithography', 'nanolithography', 'near-field nanolithography', 'optical mask', 'substrate', 'interferometric-spatial-phase-imaging', 'ispi', 'checkerboard gratings', 'gratings', 'dynamic feedback control system', 'parallel nanolithography']"
W3136070291,"['microstructure dependence', 'stress relaxation behavior', 'powder-processed nibase superalloy', 'nibase superalloy', 'powder-processed alloy', 'microstructure characteristic', 'phosphorus addition', 'secondary microstructure', 'tertiary microstructure', 'natural logarithm of plastic strain rate', 'plastic strain rate', 'deformation', 'strain', 'compositional variation', 'microstructural variation', 'stress relaxation behavior', 'tertiary microstructure variation', 'solution heat treatment', 'cooling rate variation', 'microstructure variation', 'stress relaxation', 'insensitive compositional variation', 'insensitive microstructural variation']"
W2023188330,"['synthesis', 'photoluminescence', 'yag:ce phosphor', 'phosphor', 'yag', 'cerium', 'phosphor', 'photoluminescence', 'solid-state reaction', 'co-precipitation', 'co-precipitation with ammonium bicarbonate', 'ammonium bicarbonate', 'sol-gel', 'citric acid', 'combustion', 'urea', 'luminescence intensity', 'sintering time', 'repeated calcinations', 'calcinations', 'reaction temperature', 'morphology', 'particle size']"
W2094694253,"['high-efficiency multijunction solar cell', 'multijunction solar cell', 'solar cell', 'efficiency', 'junction solar cell', 'junction', 'solar', 'semiconductor material', 'device architecture', 'material']"
W2527885543,"['fretting fatigue test apparatus', 'fretting fatigue', 'contacting part', 'fluctuating load', 'sliding movement', 'fatigue life', 'material', 'servo-hydraulic push-pull fatigue testing machine', 'push-pull fatigue testing machine', 'jig', 'pad', 'axial load', 'contact load', 'load cell', 'zl702a aluminum alloy', 'aluminum alloy', 'plain fatigue life']"
W2796458703,"['photoluminescence emission behavior', 'vacuum deposited sb2o3 thin film', 'randomly oriented thorn-like structure', 'intense uv-visible photoluminescence', 'uv-visible photoluminescence', 'photoluminescence', 'vacuum deposited thin film', 'thorn-like structure', 'crowded surface', 'photoluminescence spectroscopy', 'deep level emission', 'decreased uv-nbe emission', 'decreased uv-nbe', 'defect level emission', 'annealing', 'distorted polygonal shape', 'hybrid formation', 'optical band gap energy', 'cubic structure', 'polycrystalline nature', 'xrd results', 'x-ray diffraction', 'x-ray', 'diffraction', 'fe-sem', 'tem', 'eds', 'elemental composition', 'confinement direction', 'film surface morphology', 'pl emission intensity', 'pl emission range']"
W2103966713,"['cu alninimn shape memory alloy', 'shape memory alloy', 'mechanical alloying', 'powder metallurgy', 'pre-alloyed powder', 'hot extrusion', 'vacuum hot pressing', 'hot pressing', 'x-ray diffraction analysis', 'diffraction analysis', 'sample solution', 'shape memory recovery', 'recovery', 'boiling water', 'deformed', 'shape memory recovery', 'recovery', 'cycling']"
W2516238753,"['stress measurement', 'precipitation-hardened aluminum alloy', 'aluminum alloy', 'gleeble interrupted quenching', 'gleeble', 'quenching', 'constrained cooling', 'solutionizing', 'heat-treatable aluminum part', 'compressor impeller', 'turbocharger', 'mechanical characteristic', 'machining', 'residual stress', 'forging', 'macroscale residual stress', 'precipitation', 'simple material model', 'tensile test', 'gleeble machine', 'blocked-jaws configuration', 'fem simulation', 'stress generation']"
W1999626225,"['electrochemical property', 'lithium insertion', 'lithium', 'co3o4', 'aqueous lioh solution', 'hydrothermal treatment', 'hydrothermal', 'first-cycle chargedischarge test', 'chargedischarge test', 'x-ray power diffraction', 'x-ray', 'scanning electron microscopy', 'microscopy', 'cyclic voltammetry', 'voltammetry', 'co3o4 in aqueous lioh solution', 'co3o4', 'aqueous lioh solution', 'lithium insertion', 'lithium', 'pristine', 'discharged specimen', 'recharged specimen', 'x-ray power diffraction', 'x-ray', 'scanning electron microscopy', 'microscopy', 'cyclic voltammetry', 'voltammetry', 'co3o4 in aqueous lioh solution', 'co3o4', 'aqueous lioh solution', 'lithium insertion', 'lithium', 'pristine specimen', 'discharged specimen', 'recharged specimen', 'x-ray power diffraction', 'x-ray', 'scanning electron microscopy', 'microscopy', 'cyclic voltammetry', 'voltammetry', 'co3o4 in aqueous lioh solution', 'co3o4', 'aqueous lioh solution', 'lithium insertion', 'lithium', 'pristine specimen', 'discharged specimen', 'recharged specimen', 'x-ray power diffraction', 'x-ray', 'scanning electron microscopy', 'microscopy', 'cyclic voltammetry', 'voltammetry', 'co3o4 in aqueous lioh solution', 'co3o4', 'aqueous lioh solution', 'lithium insertion', 'lithium', 'pristine specimen', 'discharged specimen', 'recharged specimen', 'x-ray power diffraction', 'x-ray', 'scanning electron microscopy', 'microscopy', 'cyclic voltammetry', 'voltammetry', '"
W2791841813,"['olive pomace', 'lightweight concrete', 'concrete', 'aggregate', 'recycling', 'mechanical characteristic', 'lightweight aggregate concrete', 'concrete formulation', 'concrete', 'local natural residue', 'natural residue', 'mechanical characteristic', 'lightweight aggregate', 'cement matrix', 'deformability', 'porosity', 'lightweight concrete mechanical behavior', 'lightweight concrete', 'aggregate substitution', 'w/c ratio', 'cemento paste manoeuvrability', 'lightweight concrete mechanical property', 'lightweight concrete strength', 'lightweight concrete weight reduction', 'adhesion', 'cement setting', 'lightweight concrete mechanical strength', 'lightweight concrete', 'adhesion', 'matrix', 'cement setting', 'thermohydric property']"
W2359341766,"['optimal design', 'block copolymer micelle', 'micelle', 'computer simulation', 'solubilization', 'micelle to hydrophobic drug', 'hydrophobic drug', 'carrier material', 'thermodynamic method', 'ibuprofen', 'hydrophobic chain', 'mixed energy', 'free energy of mixing', 'materials studio software', 'free energy of mixing', 'lactic acid/glycolic acid', 'polylactic acid/glycolic acid', 'ibuprofen and polylactic acid/glycolic acid', 'free energy of mixing', 'compatibility', 'solubilization to hydrophobic drug', 'hydrophobic drug', 'carrier material', 'thermodynamic method', 'micelle', 'solubilization', 'micelle to hydrophobic drug', 'hydrophobic drug', 'carrier material', 'thermodynamic method', 'ibuprofen', 'hydrophobic chain', 'mixed energy', 'free energy of mixing', 'lactic acid/glycolic acid', 'polylactic acid/glycolic acid', 'ibuprofen and polylactic acid/glycolic acid', 'free energy of mixing', 'compatibility']"
W2791799631,"['shear rate analysis', 'water dynamic', 'continuous stirred tank', 'stirred tank', 'fluid dynamic phenomenon', 'biogas production', 'biogas', 'numerical simulation', 'cylindrical tank', 'stirrer', 'stirring speed', 'stirring', 'finite element method', 'cfd software', 'shear rate', 'front end portion', 'stirrer', 'stirring time', 'linear equation']"
W2160358947,"['machining variable', 'machining', 'fatigue life', 'end-milling aluminium alloy', 'aluminium alloy', 'machining variable influence', 'thermal deformation', 'elastic deformation', 'plastic deformation', 'surface layer deformation', 'strain hardening', 'structural change', 'residual stress', 'surface irregularity', 'fatigue failure', 'fatigue', 'machining speed', 'feed rate', 'tool geometry', 'design of experiment', 'reliasoft office software', 'anova', 'fatigue life increase', 'rake angle effect', 'feed rate effect']"
W3119431928,"['microstructure evolution', 'multiaxial processing', 'ta6v', 'subtransus multiaxial hot forging', 'hot forging', 'phase globularization', 'crystallographic orientation', 'lamellae crystallographic orientation', 'lamellae', 'microstructural evolution', 'globularization', 'strain', 'strain rate', 'thermomechanical condition', 'thermomechanical', 'maxstrain gleeble device', 'gleeble device', 'finite element modelling', 'open die forging', 'stress strain field']"
W3202134132,"['large-strain lders-type deformation', 'lders-type deformation', 'b19 martensite', 'martensite', 'ni47ti49nb2fe2 alloy', 'alloy', 'dislocation slip', 'twining', 'deformation mechanism', 'deformation', 'yield strength', 'elongation', 'stress-induced b19 martensite', 'stress-induced', 'b19', 'plastic deformation']"
W2001372119,"['defect characterization', 'inp substrate', 'implantation', '2 mev fe ions', 'fe ions', 'defect structure', 'undoped inp', 'n-type inp', 'tem', 'tem defect structure', 'tem defect', 'annealing', 'maximum temperature', 'annealing temperature', 'defect structure', 'amorphisation', 'band', 'extrinsic dislocation loops', 'dislocation loops', 'intrinsic stacking fault tetrahedra', 'stacking fault tetrahedra', 'solid phase epitaxial regrowth', 'epitaxial regrowth', 'heavily twinned band', 'twinned band', 'extrinsic end of range dislocation loops']"
W2017125492,"['fracture behavior', 'particle reinforcement', 'metal matrix composite', 'acoustic emission source characterization', 'acoustic emission', 'three point bending fracture toughness test', 'bending test', 'aluminum matrix composite', 'al2o3 particle reinforcement', 'particle reinforcement size', 'micro-fracture', 'dynamic process', 'micro-fracture', 'acoustic emission source', 'strain level', 'void nucleation', 'micro pop-in', 'primary void', 'coalescence', 'fine particle reinforcement', 'particle size', 'amplitude', 'ae event', 'void nucleation', 'void coalescence', 'particle size']"
W2007631998,"['mechanical property', 'closed cellular material', 'metallic closed cellular material', 'polymer fabrication', 'polymer penetration', 'metal foam', 'foam', 'aluminum foam', 'stainless steel foam', 'epoxy resin', 'polyurethane resin', 'penetrated polymer', 'compressive test', 'stress-strain curve', 'youngs module', 'energy absorption', 'internal friction', 'metallic closed cellular material without polymer']"
W3169996739,"['microelement', 'microelement effect', 'microstructure evolution', 'ultrahigh strength cu ti alloy', 'cu ti alloy', 'copper alloy', 'high strength', 'ductility', 'plasticity', 'electronics component', 'mechanical property', 'plasticity improvement', 'high ti content', 'cr content', 'crystal relationship', 'metastable particle', 'grain boundary', 'hardness', 'yield strength', 'elongation', 'cu ti cr mg alloy', 'cu ti cr mgfe alloy', 'precipitation strengthening', 'strengthening mechanism']"
W3158907318,"['critical dimension estimation', 'line edge roughness estimation', 'line edge roughness', 'neural network', 'electron-beam lithography', 'pattern transfer', 'proximity effect', 'feature blur', 'stochastic exposure', 'stochastic development', 'line edge roughness estimation', 'lithographic process modeling', 'sem image', 'computation time', 'neural network estimation', 'explicit modeling', 'e-beam lithographic process', 'sample reduction']"
W2235752139,"['cu/zn addition', 'microstructure', 'mechanical property', 'extruded mg alloy', 'indirect extrusion', 'yield strength', 'ultimate strength', 'elongation', 'mechanical property deterioration', 'work-hardening rate', 'strengthening effect', 'grain size', 'second phase', 'macro-texture', 'grain refinement', 'texture']"
W2364214352,"['self-assembly membrane', 'membrane', 'pla-ptol-pglu', 'supramolecular membrane', 'hydrogen bond', 'ptol', 'pglu', 'chitosan', 'surface characterization', 'ft-ir', 'sem', 'thermopositive curve', 'assembling process', 'swelling ratio']"
W3186859824,"['residual mode vector', 'vector-based structural damage identification', 'structural damage identification', 'first-order modal information', 'modal information', 'damage identification', 'dynamic property', 'structure safety assessment', 'discontinuous member', 'natural mode', 'element stiffness matrix', 'sparseness', 'element damage location', 'nodal equilibrium equation', 'damage parameter', 'structural element', 'damage identification algorithm', 'large-degree damage', 'structural damage identification algorithm', 'structural damage identification', 'analysis resource']"
W1980203859,"['doping eu2o3', 'phase transformation', 'piezoelectric property', 'na0.5bi0.5tio3-based ceramic', 'ceramic', 'solid state reaction', 'solid state', 'x-ray diffraction', 'diffraction', 'grain growth', 'scanning electronic micrograph', 'micrograph', 'piezoelectric property', 'rhombohedralcubic phase', 'phase transformation', 'x-ray diffraction', 'diffraction', 'dielectric constant', 'poled sample', 'unpoled sample', 'crystal structure']"
W1664418092,"['magnetic study', 'hitperm alloys', 'hitperm', 'fe0.5co0.51-x-y-zmbxbyczm', 'amorphous ribbon', 'argon atmosphere', 'amorphous phase', 'magnetic moment', 'partial replacement', 'curie temperature', 'crystallization stage', 'bcc-fe', 'co nanocrystal', 'mean grain size', 'soft magnetic property', 'coercive field', 'hafnium', 'hafnium mixture', 'niobium', 'thermal stability', 'coercive field', 'magnetic property', 'heat treatment', 'structure evolution', 'coercive field', 'magnetic property']"
W2025399297,"['porous thermoelectric material', 'thermoelectric material', 'functionally graded structure', 'heat convection', 'gas flow', 'porous device', 'thermoclectric material', 'brittle material', 'hot press method', 'hot press', 'porosity ratio', 'permeability', 'functional gradation', 'porous property']"
W2061477455,"['high temperature aging', 'ferrite transformation kinetic', 'tensile property', 'type 316l stainless steel', 'stainless steel', 'weld metal', 'gas tungsten arc welding', 'gas tungsten', 'tensile loading', 'initial strain rate', 'strain rate', 'ferrite transformation kinetic', 'dorn parameter', 'optical microscopy', 'dissolution of ferrite', 'ferrite dissolution', 'carbide precipitation', 'carbonitride precipitation', 'phase change', 'phase morphology change', 'spheroidisation of phase']"
W2087816662,"['carbon concentration', 'martensitic transformation', 'metastable austenitic steel', 'cyclic loading condition', 'monotonic loading', 'cyclic strain', 'plastic strain', 'specimen geometry', 'temperature', 'grain size', 'chemical composition', 'carburization/decarburization treatment', 'carburization', 'decarburization', 'austenitic steel', 'fatigue testing', 'fatigue', 'magnetic volume fraction', 'magnetic', 'damage history']"
W2059457102,"['specimen size', 'in-situ pore pressure', 'pore pressure', 'temperature', 'spalling', 'concrete panel', 'hydrocarbon fire', 'hydrocarbon', 'fire', 'reinforced concrete panel', 'reinforced concrete', 'pore water pressure build-up', 'pore water pressure', 'thermal stress', 'concrete spalling', 'panel size', 'thickness', 'compressive strength', 'surface area', 'thickness', 'concrete spalling']"
W2299890294,"['thermodynamic calculation', 'rare earth permanent magnet', 'permanent magnet', 'fe-rare earth binary system', 'binary system', 'rare-earth permanent magnetic material', 'magnetic property', 'phase equilibrium', 'thermodynamic property', 'calphad method', 'fe-rare earth binary system', 'binary system', 'thermodynamic calculation', 'rare earth permanent magnet', 'permanent magnet', 'phase equilibrium', 'thermodynamic property', 'calphad method', 'microstructure', 'magnetic property']"
W1993880432,"['mechanical property', 'deformation', 'oxygen content', 'copper wire', 'copper wire rod', 'dip-forming', 'contirod', 'scr copper wire', 'copper wire rod', 'hot rolled copper wire', 'cold drawing', 'deformation programme', 'tensile elongation', 'tensility', 'strain hardening rate', 'strength', 'ductility', 'tensile elongation', 'number of twist to failure']"
W1984680329,"['highly uniform sicon epitaxy', 'sicon epitaxy', 'mesfet fabrication', 'mesfet', 'horizontal hot-wall reactor', 'gas foil rotation', 'gas foil', 'reactor', 'uniformity', 'thickness', 'doping', 'doping concentration', 'doping level', 'channel structure', 'sims measurement', 'sharp interface transition', 'pinch-off voltage', 'cv measurement']"
W2109504113,"['continuous fe-containing silicon carbide radar absorbing fiber', 'silicon carbide radar absorbing fiber', 'radar absorbing fiber', 'precursor-based processing', 'polymer polyferrocarbosilane', 'polyferrocarbosilane', 'polydimethylsilane', 'ferrocene', 'melt-spun continuous pfcfs fiber', 'pfcfs fiber', 'curing in air', 'heat-treating in nitrogen atmosphere', 'nitrogen atmosphere', 'fe-containing sic fiber', 'sic fiber', 'epoxy resin', 'radar absorbing property', 'hrtem', 'x-ray diffraction', 'x-ray', 'xps', 'carbon-enriched layer', 'surface carbon enrichment', 'carbon enrichment', 'free carbon', 'small amount of fe3si-like microcrystal', 'microcrystal']"
W2392359048,"['trace ga', 'annealing process', 'electrochemical behavior', 'aluminum foil', 'open circuit potential-time curve', 'potentiodynamic polarization curve', 'potentiostatic current density transient curve', 'optical microscopy', 'scanning electron microscopy', 'microscopy', 'scanning electron', 'chloride ion', 'annealing temperature', 'pitting potential', 'pitting performance', 'al-4410-6 ga', 'high purity aluminum', 'ga-free high purity aluminum', 'corrosion system', 'environmental friendly hclh2so4 corrosion system', 'hclh2so4', 'corrosion', 'pitting performance', 'ga-contained foil', 'corrosion area', 'pitting potential shift', 'ga-contained foil pitting performance', 'uniformity of pits']"
W2563287626,"['electrical characterization', 'postmetal annealed ultrathin tingate electrode', 'ultrathin tingate electrode', 'ti ngate electrode', 'moss capacitor', 'silicon cmos device fabrication technology', 'silicon', 'metal gate electrode', 'metal-oxide capacitor', 'metal-oxide', 'hafnium silicate', 'hfsi', 'atoms layer deposition', 'ald', 'postmetal annealed sequence', 'current density versus voltage', 'resistance versus temperature', 'permittivity versus temperature', 'energy efficient behavior', 'shrinking thickness', 'electronic mobility', 'mobility', 'eot scaling']"
W3013705765,"['mechanical property', 'physical property', 'non-woven kenaf fibre mat reinforcement', 'kenaf fibre mat reinforcement', 'polypropylene composite', 'compression molding', 'maleic anhydride grafted polypropylene coupling agent', 'coupling agent', 'fourier transform infrared spectroscopy', 'spectroscopy', 'tensile test', 'flexural test', 'universal testing machine', 'water absorption', 'thickness swelling', 'kenaf fibre mat', 'polypropylene matrix', 'modulus property', 'strength property', 'fibre-matrix adhesion', 'adhesion', 'kenaf fibre', 'mechanical property', 'physical property']"
W1975820753,"['colossal breakdown electric field', 'breakdown electric field', 'dielectric response', 'al-doped cacou3tio12 ceramic', 'al-doped ceramic', 'liquid-phase doping', 'doping', 'enhanced breakdown electric field', 'breakdown electric field enhancement', 'enhanced', 'dielectric loss', 'grain boundary resistance', 'impedance analysis', 'jonscher's law', 'conductivity', 'dimensional effect', 'pure sample', 'al-doped sample', 'breakdown electric field variation']"
W2046174274,"['in vitro degradation', 'cytocompatibility evaluation', 'soy-based membrane', 'sodium caseinate-based membrane', 'membrane biomaterial', 'biomedical application', 'drug delivery carrier system', 'wound dressing membrane', 'cytotoxic scanning', 'scanning', 'cytotoxicity', 'protein biomaterial', 'morphological test', 'biochemical test', 'cell proliferation', 'crosslinking', 'glyoxal', 'tannic acid', 'physical modification', 'thermal treatment', 'mechanical property', 'in vitro biological behavior']"
W2349015300,"['process condition', 'pp-g-ma property', 'reactive extrusion', 'maleic anhydride', 'melt grafting reaction', 'melt grafting', 'dicumyl peroxide', 'initiation', 'reactive extruder', 'screw speed', 'grafting degree', 'melt flow rate', 'styrene', 'monomer', 'melt grafting reaction', 'melt grafting', 'reactive extruder', 'unreacted ma', 'ma', 'pp-g-ma product', 'melt grafting reaction', 'melt grafting', 'dicumyl peroxide', 'initiation', 'reactive extruder', 'screw speed', 'grafting degree', 'melt flow rate', 'styrene', 'monomer', 'ma grafting', 'pp grafting', 'melt grafting', 'reactive extruder', 'unreacted ma', 'ma', 'pp-g-ma product', 'melt grafting reaction', 'melt grafting', 'dicumyl peroxide', 'initiation', 'reactive extruder', 'screw speed', 'grafting degree', 'melt flow rate', 'styrene', 'monomer', 'ma grafting', 'pp grafting', 'melt grafting', 'reactive extruder', 'unreacted ma', 'ma', 'pp-g-ma product', 'melt grafting reaction', 'melt grafting', 'dicumyl peroxide', 'initiation', 'reactive extruder', 'screw speed', 'grafting degree', 'melt flow rate', 'styrene', 'monomer', 'ma grafting', 'pp grafting', 'melt grafting', 'reactive extruder', 'unreacted ma', 'ma', 'pp-g-ma product', 'melt grafting reaction', 'melt grafting', 'dicumyl peroxide', 'initiation', 'reactive extruder', 'screw speed', 'grafting degree', 'melt flow rate', 'styrene', 'monomer', 'ma grafting', 'pp grafting', 'melt grafting', 'reactive extruder', 'un"
W4285405198,"['outgassing rate testbed', 'outgassing rate', 'powered assembly', 'heated assembly', 'powered or heated assembly', 'vacuum system', 'commercial part', 'preassembled item', 'complex electronics', 'unknown component', 'ultrahigh vacuum system', 'pumping speed', 'outgassing rate measurement', 'throughput method', 'probe', 'electrical current', 'heater', 'temperature', 'gas input', 'sample', 'vacuum', 'polytetrafluorethylene', 'polyamide', 'viton', 'copper', 'thermal conductivity']"
